ensembl_transcript_id	ensembl_gene_id	external_gene_name
ENST00000221200	ENSG00000104756	KCTD9
ENST00000221232	ENSG00000088038	CNOT3
ENST00000221233	ENSG00000077348	EXOSC5
ENST00000221249	ENSG00000032444	PNPLA6
ENST00000221265	ENSG00000006712	PAF1
ENST00000221283	ENSG00000076944	STXBP2
ENST00000221307	ENSG00000186529	CYP4F3
ENST00000221327	ENSG00000167384	ZNF180
ENST00000221399	ENSG00000104804	TULP2
ENST00000221403	ENSG00000104808	DHDH
ENST00000221418	ENSG00000104823	ECH1
ENST00000221419	ENSG00000104824	HNRNPL
ENST00000221421	ENSG00000104826	LHB
ENST00000221431	ENSG00000104835	SARS2
ENST00000221444	ENSG00000104848	KCNA7
ENST00000221452	ENSG00000104856	RELB
ENST00000221455	ENSG00000104859	CLASRP
ENST00000221459	ENSG00000104863	LIN7B
ENST00000221462	ENSG00000104866	PPP1R37
ENST00000221466	ENSG00000104870	FCGRT
ENST00000221476	ENSG00000104879	CKM
ENST00000221480	ENSG00000104883	PEX11G
ENST00000221485	ENSG00000104888	SLC17A7
ENST00000221486	ENSG00000104889	RNASEH2A
ENST00000221494	ENSG00000104897	SF3A2
ENST00000221496	ENSG00000104899	AMH
ENST00000221498	ENSG00000104901	DKKL1
ENST00000221515	ENSG00000104918	RETN
ENST00000221538	ENSG00000104941	RSPH6A
ENST00000221543	ENSG00000104946	TBC1D17
ENST00000221566	ENSG00000104969	SGTA
ENST00000221573	ENSG00000104976	SNAPC2
ENST00000221665	ENSG00000179943	FIZ1
ENST00000221671	ENSG00000105072	C19orf44
ENST00000221700	ENSG00000186115	CYP4F2
ENST00000221730	ENSG00000105131	EPHX3
ENST00000221742	ENSG00000105143	SLC1A6
ENST00000221797	ENSG00000105198	LGALS13
ENST00000221801	ENSG00000105202	FBL
ENST00000221804	ENSG00000105205	CLC
ENST00000221847	ENSG00000105246	EBI3
ENST00000221855	ENSG00000105254	TBCB
ENST00000221856	ENSG00000105255	FSD1
ENST00000221859	ENSG00000105258	POLR2I
ENST00000221891	ENSG00000105290	APLP1
ENST00000221922	ENSG00000105321	CCDC9
ENST00000221930	ENSG00000105329	TGFB1
ENST00000221943	ENSG00000105341	ATP5SL
ENST00000221954	ENSG00000105352	CEACAM4
ENST00000221957	ENSG00000105355	PLIN3
ENST00000221972	ENSG00000105369	CD79A
ENST00000221978	ENSG00000105374	NKG7
ENST00000221980	ENSG00000105376	ICAM5
ENST00000221992	ENSG00000105388	CEACAM5
ENST00000221996	ENSG00000105392	CRX
ENST00000222002	ENSG00000105398	SULT2A1
ENST00000222005	ENSG00000105401	CDC37
ENST00000222008	ENSG00000105404	RABAC1
ENST00000222032	ENSG00000105427	CNFN
ENST00000222033	ENSG00000105428	ZNRF4
ENST00000222115	ENSG00000105509	HAS1
ENST00000222120	ENSG00000105514	RAB3D
ENST00000222122	ENSG00000105516	DBP
ENST00000222139	ENSG00000187266	EPOR
ENST00000222145	ENSG00000105538	RASIP1
ENST00000222214	ENSG00000105607	GCDH
ENST00000222219	ENSG00000105612	DNASE2
ENST00000222224	ENSG00000105617	LENG1
ENST00000222247	ENSG00000105640	RPL18A
ENST00000222248	ENSG00000105641	SLC5A5
ENST00000222249	ENSG00000105642	KCNN1
ENST00000222250	ENSG00000105643	ARRDC2
ENST00000222254	ENSG00000105647	PIK3R2
ENST00000222256	ENSG00000105649	RAB3A
ENST00000222271	ENSG00000105664	COMP
ENST00000222275	ENSG00000105668	UPK1A
ENST00000222284	ENSG00000105677	TMEM147
ENST00000222286	ENSG00000105679	GAPDHS
ENST00000222305	ENSG00000105698	USF2
ENST00000222307	ENSG00000105700	KXD1
ENST00000222329	ENSG00000105722	ERF
ENST00000222330	ENSG00000105723	GSK3A
ENST00000222345	ENSG00000105738	SIPA1L3
ENST00000222374	ENSG00000105767	CADM4
ENST00000222381	ENSG00000005421	PON1
ENST00000222382	ENSG00000021461	CYP3A43
ENST00000222390	ENSG00000019991	HGF
ENST00000222399	ENSG00000091136	LAMB1
ENST00000222402	ENSG00000078967	UBE2D4
ENST00000222462	ENSG00000002745	WNT16
ENST00000222481	ENSG00000158516	CPA2
ENST00000222482	ENSG00000128510	CPA4
ENST00000222511	ENSG00000105793	GTPBP10
ENST00000222543	ENSG00000105825	TFPI2
ENST00000222547	ENSG00000105829	BET1
ENST00000222553	ENSG00000105835	NAMPT
ENST00000222567	ENSG00000105849	TWISTNB
ENST00000222572	ENSG00000105854	PON2
ENST00000222573	ENSG00000105855	ITGB8
ENST00000222584	ENSG00000105866	SP4
ENST00000222598	ENSG00000105880	DLX5
ENST00000222644	ENSG00000105926	MPP6
ENST00000222673	ENSG00000105953	OGDH
ENST00000222674	ENSG00000105954	NPVF
ENST00000222693	ENSG00000105971	CAV2
ENST00000222718	ENSG00000105996	HOXA2
ENST00000222725	ENSG00000106003	LFNG
ENST00000222726	ENSG00000106004	HOXA5
ENST00000222728	ENSG00000106006	HOXA6
ENST00000222747	ENSG00000106025	TSPAN12
ENST00000222753	ENSG00000106031	HOXA13
ENST00000222792	ENSG00000106069	CHN2
ENST00000222800	ENSG00000106077	ABHD11
ENST00000222803	ENSG00000106080	FKBP14
ENST00000222812	ENSG00000106089	STX1A
ENST00000222823	ENSG00000106100	NOD1
ENST00000222902	ENSG00000106178	CCL24
ENST00000222982	ENSG00000106258	CYP3A5
ENST00000222990	ENSG00000106266	SNX8
ENST00000223023	ENSG00000106299	WASL
ENST00000223026	ENSG00000106302	HYAL4
ENST00000223029	ENSG00000106305	AIMP2
ENST00000223054	ENSG00000106330	MOSPD3
ENST00000223061	ENSG00000106333	PCOLCE
ENST00000223073	ENSG00000106344	RBM28
ENST00000223076	ENSG00000184414	IRS3P
ENST00000223095	ENSG00000106366	SERPINE1
ENST00000223114	ENSG00000106384	MOGAT3
ENST00000223122	ENSG00000106392	C1GALT1
ENST00000223127	ENSG00000106397	PLOD3
ENST00000223129	ENSG00000106399	RPA3
ENST00000223136	ENSG00000214253	FIS1
ENST00000223145	ENSG00000106415	GLCCI1
ENST00000223167	ENSG00000106436	MYL10
ENST00000223190	ENSG00000106459	NRF1
ENST00000223208	ENSG00000106477	CEP41
ENST00000223210	ENSG00000106479	ZNF862
ENST00000223215	ENSG00000106484	MEST
ENST00000223271	ENSG00000106538	RARRES2
ENST00000223273	ENSG00000241127	YAE1D1
ENST00000223293	ENSG00000106560	GIMAP2
ENST00000223321	ENSG00000106588	PSMA2
ENST00000223324	ENSG00000106591	MRPL32
ENST00000223357	ENSG00000106624	AEBP1
ENST00000223364	ENSG00000106631	MYL7
ENST00000223368	ENSG00000106635	BCL7B
ENST00000223369	ENSG00000106636	YKT6
ENST00000223459	ENSG00000229809	ZNF688
ENST00000223500	ENSG00000086065	CHMP5
ENST00000223641	ENSG00000106803	SEC61B
ENST00000223642	ENSG00000106804	C5
ENST00000223795	ENSG00000106952	TNFSF8
ENST00000223862	ENSG00000107018	RLN1
ENST00000223864	ENSG00000107020	PLGRKT
ENST00000224073	ENSG00000107223	EDF1
ENST00000224140	ENSG00000107290	SETX
ENST00000224181	ENSG00000176919	C8G
ENST00000224337	ENSG00000095585	BLNK
ENST00000224356	ENSG00000095596	CYP26A1
ENST00000224652	ENSG00000107669	ATE1
ENST00000224756	ENSG00000107771	CCSER2
ENST00000224784	ENSG00000107796	ACTA2
ENST00000224862	ENSG00000107872	FBXL15
ENST00000224950	ENSG00000107960	STN1
ENST00000225171	ENSG00000108176	DNAJC12
ENST00000225174	ENSG00000108179	PPIF
ENST00000225235	ENSG00000108239	TBC1D12
ENST00000225275	ENSG00000005381	MPO
ENST00000225276	ENSG00000070731	ST6GALNAC2
ENST00000225296	ENSG00000005100	DHX33
ENST00000225298	ENSG00000011260	UTP18
ENST00000225308	ENSG00000013306	SLC25A39
ENST00000225328	ENSG00000083454	P2RX5
ENST00000225371	ENSG00000121053	EPX
ENST00000225387	ENSG00000108255	CRYBA1
ENST00000225388	ENSG00000108256	NUFIP2
ENST00000225394	ENSG00000108262	GIT1
ENST00000225430	ENSG00000108298	RPL19
ENST00000225474	ENSG00000108342	CSF3
ENST00000225504	ENSG00000213246	SUPT4H1
ENST00000225512	ENSG00000108379	WNT3
ENST00000225519	ENSG00000197417	SHPK
ENST00000225525	ENSG00000213977	TAX1BP3
ENST00000225538	ENSG00000108405	P2RX1
ENST00000225550	ENSG00000108417	KRT37
ENST00000225573	ENSG00000108439	PNPO
ENST00000225577	ENSG00000108443	RPS6KB1
ENST00000225587	ENSG00000108452	ZNF29P
ENST00000225609	ENSG00000108474	PIGL
ENST00000225614	ENSG00000108479	GALK1
ENST00000225655	ENSG00000108518	PFN1
ENST00000225665	ENSG00000108528	SLC25A11
ENST00000225688	ENSG00000108551	RASD1
ENST00000225698	ENSG00000108561	C1QBP
ENST00000225719	ENSG00000108582	CPD
ENST00000225724	ENSG00000108587	GOSR1
ENST00000225726	ENSG00000108588	CCDC47
ENST00000225728	ENSG00000108590	MED31
ENST00000225729	ENSG00000108591	DRG2
ENST00000225737	ENSG00000108599	AKAP10
ENST00000225740	ENSG00000108602	ALDH3A1
ENST00000225777	ENSG00000108639	SYNGR2
ENST00000225792	ENSG00000108654	DDX5
ENST00000225831	ENSG00000108691	CCL2
ENST00000225842	ENSG00000108702	CCL1
ENST00000225844	ENSG00000181374	CCL13
ENST00000225873	ENSG00000108733	PEX12
ENST00000225899	ENSG00000108759	KRT32
ENST00000225916	ENSG00000108773	KAT2A
ENST00000225927	ENSG00000108784	NAGLU
ENST00000225941	ENSG00000108798	ABI3
ENST00000225964	ENSG00000108821	COL1A1
ENST00000225969	ENSG00000108826	MRPL27
ENST00000225972	ENSG00000108829	LRRC59
ENST00000225983	ENSG00000108840	HDAC5
ENST00000225992	ENSG00000108849	PPY
ENST00000226004	ENSG00000108861	DUSP3
ENST00000226021	ENSG00000108878	CACNG1
ENST00000226067	ENSG00000108924	HLF
ENST00000226091	ENSG00000108947	EFNB3
ENST00000226105	ENSG00000108961	RANGRF
ENST00000226193	ENSG00000109047	RCVRN
ENST00000226207	ENSG00000109061	MYH1
ENST00000226218	ENSG00000109072	VTN
ENST00000226225	ENSG00000109079	TNFAIP1
ENST00000226230	ENSG00000109084	TMEM97
ENST00000226279	ENSG00000004468	CD38
ENST00000226284	ENSG00000029559	IBSP
ENST00000226299	ENSG00000002549	LAP3
ENST00000226317	ENSG00000124875	CXCL6
ENST00000226355	ENSG00000079557	AFM
ENST00000226382	ENSG00000109132	PHOX2B
ENST00000226413	ENSG00000109163	GNRHR
ENST00000226432	ENSG00000109182	CWH43
ENST00000226444	ENSG00000109193	SULT1E1
ENST00000226460	ENSG00000109208	SMR3A
ENST00000226524	ENSG00000109272	PF4V1
ENST00000226574	ENSG00000109320	NFKB1
ENST00000226578	ENSG00000109323	MANBA
ENST00000226725	ENSG00000109466	KLHL2
ENST00000226730	ENSG00000109471	IL2
ENST00000226798	ENSG00000109536	FRG1
ENST00000226951	ENSG00000109684	CLNK
ENST00000227135	ENSG00000064199	SPA17
ENST00000227155	ENSG00000085117	CD82
ENST00000227266	ENSG00000109861	CTSC
ENST00000227322	ENSG00000109917	ZPR1
ENST00000227348	ENSG00000109943	CRTAM
ENST00000227451	ENSG00000110042	DTX4
ENST00000227471	ENSG00000110057	UNC93B1
ENST00000227495	ENSG00000110080	ST3GAL4
ENST00000227503	ENSG00000168066	SF1
ENST00000227507	ENSG00000110092	CCND1
ENST00000227520	ENSG00000110104	CCDC86
ENST00000227524	ENSG00000110107	PRPF19
ENST00000227525	ENSG00000110108	TMEM109
ENST00000227618	ENSG00000110200	ANAPC15
ENST00000227638	ENSG00000110218	PANX1
ENST00000227665	ENSG00000110243	APOA5
ENST00000227667	ENSG00000110245	APOC3
ENST00000227752	ENSG00000110324	IL10RA
ENST00000227756	ENSG00000110328	GALNT18
ENST00000227758	ENSG00000110330	BIRC2
ENST00000227868	ENSG00000110435	PDHX
ENST00000227880	ENSG00000110446	SLC15A3
ENST00000227918	ENSG00000110484	SCGB2A2
ENST00000228027	ENSG00000062282	DGAT2
ENST00000228251	ENSG00000060138	YBX3
ENST00000228280	ENSG00000049130	KITLG
ENST00000228284	ENSG00000075856	SART3
ENST00000228307	ENSG00000089159	PXN
ENST00000228347	ENSG00000013503	POLR3B
ENST00000228425	ENSG00000110841	PPFIBP1
ENST00000228434	ENSG00000110848	CD69
ENST00000228437	ENSG00000110851	PRDM4
ENST00000228438	ENSG00000110852	CLEC2B
ENST00000228476	ENSG00000110887	DAO
ENST00000228495	ENSG00000110906	KCTD10
ENST00000228506	ENSG00000110917	MLEC
ENST00000228510	ENSG00000110921	MVK
ENST00000228515	ENSG00000110925	CSRNP2
ENST00000228534	ENSG00000110944	IL23A
ENST00000228567	ENSG00000110975	SYT10
ENST00000228606	ENSG00000111012	CYP27B1
ENST00000228641	ENSG00000111046	MYF6
ENST00000228644	ENSG00000111049	MYF5
ENST00000228682	ENSG00000111087	GLI1
ENST00000228705	ENSG00000111110	PPM1H
ENST00000228740	ENSG00000111144	LTA4H
ENST00000228741	ENSG00000111145	ELK3
ENST00000228799	ENSG00000111203	ITFG2
ENST00000228820	ENSG00000111224	PARP11
ENST00000228825	ENSG00000111229	ARPC3
ENST00000228827	ENSG00000111231	GPN3
ENST00000228837	ENSG00000111241	FGF6
ENST00000228841	ENSG00000111245	MYL2
ENST00000228865	ENSG00000111269	CREBL2
ENST00000228872	ENSG00000111276	CDKN1B
ENST00000228887	ENSG00000111291	GPRC5D
ENST00000228916	ENSG00000111319	SCNN1A
ENST00000228918	ENSG00000111321	LTBR
ENST00000228922	ENSG00000111325	OGFOD2
ENST00000228928	ENSG00000111331	OAS3
ENST00000228936	ENSG00000111339	ART4
ENST00000228945	ENSG00000111348	ARHGDIB
ENST00000229030	ENSG00000111432	FZD10
ENST00000229134	ENSG00000111536	IL26
ENST00000229135	ENSG00000111537	IFNG
ENST00000229179	ENSG00000111581	NUP107
ENST00000229214	ENSG00000111615	KRR1
ENST00000229238	ENSG00000111639	MRPL51
ENST00000229239	ENSG00000111640	GAPDH
ENST00000229243	ENSG00000111644	ACRBP
ENST00000229264	ENSG00000111664	GNB3
ENST00000229266	ENSG00000111666	CHPT1
ENST00000229281	ENSG00000111678	C12orf57
ENST00000229304	ENSG00000111701	APOBEC1
ENST00000229307	ENSG00000111704	NANOG
ENST00000229314	ENSG00000111711	GOLT1B
ENST00000229328	ENSG00000111725	PRKAB1
ENST00000229329	ENSG00000111726	CMAS
ENST00000229330	ENSG00000111727	HCFC2
ENST00000229332	ENSG00000111729	CLEC4A
ENST00000229335	ENSG00000111732	AICDA
ENST00000229340	ENSG00000111737	RAB35
ENST00000229379	ENSG00000111775	COX6A1
ENST00000229390	ENSG00000111786	SRSF9
ENST00000229402	ENSG00000111796	KLRB1
ENST00000229416	ENSG00000001084	GCLC
ENST00000229554	ENSG00000111834	RSPH4A
ENST00000229563	ENSG00000111843	TMEM14C
ENST00000229595	ENSG00000111875	ASF1A
ENST00000229633	ENSG00000111911	HINT3
ENST00000229708	ENSG00000111981	ULBP1
ENST00000229729	ENSG00000204385	SLC44A4
ENST00000229758	ENSG00000112029	FBXO5
ENST00000229769	ENSG00000112039	FANCE
ENST00000229771	ENSG00000112041	TULP1
ENST00000229812	ENSG00000112079	STK38
ENST00000229829	ENSG00000204252	HLA-DOA
ENST00000229854	ENSG00000112118	MCM3
ENST00000229903	ENSG00000112167	SAYSD1
ENST00000229922	ENSG00000112186	CAP2
ENST00000229955	ENSG00000112218	GPR63
ENST00000230036	ENSG00000112293	GPLD1
ENST00000230048	ENSG00000112304	ACOT13
ENST00000230050	ENSG00000112306	RPS12
ENST00000230053	ENSG00000112309	B3GAT2
ENST00000230085	ENSG00000112335	SNX3
ENST00000230122	ENSG00000112365	ZBTB24
ENST00000230124	ENSG00000112367	FIG4
ENST00000230221	ENSG00000112459	OR14J1
ENST00000230256	ENSG00000112494	UNC93A
ENST00000230301	ENSG00000112539	C6orf118
ENST00000230323	ENSG00000112561	TFEB
ENST00000230340	ENSG00000112578	BYSL
ENST00000230354	ENSG00000112592	TBP
ENST00000230361	ENSG00000112599	GUCA1B
ENST00000230381	ENSG00000112619	PRPH2
ENST00000230419	ENSG00000112655	PTK7
ENST00000230431	ENSG00000112667	DNPH1
ENST00000230449	ENSG00000112685	EXOC2
ENST00000230461	ENSG00000112697	TMEM30A
ENST00000230495	ENSG00000178458	H3F3AP6
ENST00000230582	ENSG00000112812	PRSS16
ENST00000230588	ENSG00000112818	MEP1A
ENST00000230640	ENSG00000039123	SKIV2L2
ENST00000230658	ENSG00000016082	ISL1
ENST00000230671	ENSG00000011083	SLC6A7
ENST00000230732	ENSG00000091010	POU4F3
ENST00000230771	ENSG00000112855	HARS2
ENST00000230792	ENSG00000112874	NUDT12
ENST00000230882	ENSG00000112964	GHR
ENST00000230895	ENSG00000112977	DAP
ENST00000230990	ENSG00000113070	HBEGF
ENST00000231004	ENSG00000113083	LOX
ENST00000231009	ENSG00000113088	GZMK
ENST00000231021	ENSG00000113100	CDH9
ENST00000231061	ENSG00000113140	SPARC
ENST00000231121	ENSG00000113196	HAND1
ENST00000231130	ENSG00000113205	PCDHB3
ENST00000231134	ENSG00000113209	PCDHB5
ENST00000231136	ENSG00000113211	PCDHB6
ENST00000231137	ENSG00000113212	PCDHB7
ENST00000231173	ENSG00000113248	PCDHB15
ENST00000231198	ENSG00000113272	THG1L
ENST00000231228	ENSG00000113302	IL12B
ENST00000231338	ENSG00000082196	C1QTNF3
ENST00000231368	ENSG00000113441	LNPEP
ENST00000231383	ENSG00000234569	RAD1P1
ENST00000231420	ENSG00000113492	AGXT2
ENST00000231449	ENSG00000113520	IL4
ENST00000231454	ENSG00000113525	IL5
ENST00000231461	ENSG00000113532	ST8SIA4
ENST00000231484	ENSG00000113555	PCDH12
ENST00000231498	ENSG00000113569	NUP155
ENST00000231512	ENSG00000113583	C5orf15
ENST00000231524	ENSG00000113595	TRIM23
ENST00000231572	ENSG00000113643	RARS
ENST00000231656	ENSG00000113722	CDX1
ENST00000231683	ENSG00000113749	HRH2
ENST00000231706	ENSG00000013293	SLC7A14
ENST00000231721	ENSG00000010319	SEMA3G
ENST00000231749	ENSG00000004838	ZMYND10
ENST00000231751	ENSG00000012223	LTF
ENST00000231790	ENSG00000076242	MLH1
ENST00000231887	ENSG00000113790	EHHADH
ENST00000231948	ENSG00000113851	CRBN
ENST00000232003	ENSG00000113905	HRG
ENST00000232217	ENSG00000114113	RBP2
ENST00000232375	ENSG00000114268	PFKFB4
ENST00000232424	ENSG00000114315	HES1
ENST00000232458	ENSG00000114346	ECT2
ENST00000232461	ENSG00000114349	GNAT1
ENST00000232496	ENSG00000114383	TUSC2
ENST00000232501	ENSG00000114388	NPRL2
ENST00000232564	ENSG00000114450	GNB4
ENST00000232603	ENSG00000114487	MORC1
ENST00000232607	ENSG00000114491	UMPS
ENST00000232744	ENSG00000114626	ABTB1
ENST00000232766	ENSG00000114648	KLHL18
ENST00000232888	ENSG00000114767	RRP9
ENST00000232892	ENSG00000114771	AADAC
ENST00000232905	ENSG00000114784	EIF1B
ENST00000232974	ENSG00000114853	ZBTB47
ENST00000232975	ENSG00000114854	TNNC1
ENST00000232978	ENSG00000114857	NKTR
ENST00000233027	ENSG00000114904	NEK4
ENST00000233047	ENSG00000011638	TMEM159
ENST00000233055	ENSG00000085449	WDFY1
ENST00000233057	ENSG00000055332	EIF2AK2
ENST00000233072	ENSG00000021826	CPS1
ENST00000233078	ENSG00000071626	DAZAP1
ENST00000233099	ENSG00000008869	HEATR5B
ENST00000233114	ENSG00000014641	MDH1
ENST00000233121	ENSG00000084764	MAPRE3
ENST00000233143	ENSG00000034510	TMSB10
ENST00000233146	ENSG00000095002	MSH2
ENST00000233154	ENSG00000071051	NCK2
ENST00000233190	ENSG00000023228	NDUFS1
ENST00000233202	ENSG00000018280	SLC11A1
ENST00000233242	ENSG00000084674	APOB
ENST00000233331	ENSG00000115274	INO80B
ENST00000233336	ENSG00000114999	TTL
ENST00000233468	ENSG00000115128	SF3B6
ENST00000233535	ENSG00000115194	SLC30A3
ENST00000233545	ENSG00000115204	MPV17
ENST00000233557	ENSG00000115216	NRBP1
ENST00000233575	ENSG00000115234	SNX17
ENST00000233596	ENSG00000115255	REEP6
ENST00000233615	ENSG00000239779	WBP1
ENST00000233616	ENSG00000115275	MOGS
ENST00000233623	ENSG00000115282	TTC31
ENST00000233627	ENSG00000115286	NDUFS7
ENST00000233630	ENSG00000115289	PCGF1
ENST00000233638	ENSG00000115297	TLX2
ENST00000233668	ENSG00000115325	DOK1
ENST00000233710	ENSG00000115361	ACADL
ENST00000233735	ENSG00000115386	REG1A
ENST00000233741	ENSG00000115392	FANCL
ENST00000233809	ENSG00000115457	IGFBP2
ENST00000233813	ENSG00000115461	IGFBP5
ENST00000233826	ENSG00000115474	KCNJ13
ENST00000233836	ENSG00000225569	CCT4P2
ENST00000233838	ENSG00000115486	GGCX
ENST00000233840	ENSG00000115488	NEU2
ENST00000233893	ENSG00000115541	HSPE1
ENST00000233948	ENSG00000115596	WNT6
ENST00000233954	ENSG00000115602	IL1RL1
ENST00000233969	ENSG00000115616	SLC9A2
ENST00000233997	ENSG00000172232	AZU1
ENST00000234040	ENSG00000115687	PASK
ENST00000234071	ENSG00000115718	PROC
ENST00000234091	ENSG00000115738	ID2
ENST00000234111	ENSG00000115758	ODC1
ENST00000234115	ENSG00000115762	PLEKHB2
ENST00000234160	ENSG00000115806	GORASP2
ENST00000234170	ENSG00000115816	CEBPZ
ENST00000234198	ENSG00000115844	DLX2
ENST00000234256	ENSG00000115902	SLC1A4
ENST00000234296	ENSG00000115942	ORC2
ENST00000234310	ENSG00000221823	PPP3R1
ENST00000234313	ENSG00000115956	PLEK
ENST00000234347	ENSG00000196415	PRTN3
ENST00000234371	ENSG00000116014	KISS1R
ENST00000234389	ENSG00000116032	GRIN3B
ENST00000234392	ENSG00000116035	VAX2
ENST00000234396	ENSG00000116039	ATP6V1B1
ENST00000234420	ENSG00000116062	MSH6
ENST00000234453	ENSG00000116095	PLEKHA3
ENST00000234454	ENSG00000116096	SPR
ENST00000234590	ENSG00000074800	ENO1
ENST00000234610	ENSG00000215914	MMP23A
ENST00000234626	ENSG00000097046	CDC7
ENST00000234677	ENSG00000031698	SARS
ENST00000234701	ENSG00000016490	CLCA1
ENST00000234739	ENSG00000116128	BCL9
ENST00000234798	ENSG00000116176	TPSG1
ENST00000234816	ENSG00000116194	ANGPTL1
ENST00000234827	ENSG00000116205	TCEANC2
ENST00000234831	ENSG00000116209	TMEM59
ENST00000234875	ENSG00000116251	RPL22
ENST00000234961	ENSG00000116329	OPRD1
ENST00000235090	ENSG00000116455	WDR77
ENST00000235307	ENSG00000116667	C1orf21
ENST00000235310	ENSG00000116670	MAD2L2
ENST00000235329	ENSG00000116688	MFN2
ENST00000235332	ENSG00000116691	MIIP
ENST00000235345	ENSG00000116704	SLC35D1
ENST00000235347	ENSG00000187545	PRAMEF10
ENST00000235349	ENSG00000243073	PRAMEF4
ENST00000235372	ENSG00000116731	PRDM2
ENST00000235382	ENSG00000116741	RGS2
ENST00000235521	ENSG00000116874	WARS2
ENST00000235532	ENSG00000116885	OSCP1
ENST00000235628	ENSG00000116981	NT5C1A
ENST00000235835	ENSG00000053371	AKR7A2
ENST00000236051	ENSG00000117395	EBNA1BP2
ENST00000236137	ENSG00000117479	SLC19A2
ENST00000236147	ENSG00000188404	SELL
ENST00000236192	ENSG00000117533	VAMP4
ENST00000236273	ENSG00000117614	SYF2
ENST00000236671	ENSG00000117984	CTSD
ENST00000236709	ENSG00000118017	A4GNT
ENST00000236826	ENSG00000118113	MMP8
ENST00000236877	ENSG00000118160	SLC8A2
ENST00000236938	ENSG00000132185	FCRLA
ENST00000236957	ENSG00000114942	EEF1B2
ENST00000236959	ENSG00000138363	ATIC
ENST00000236979	ENSG00000118245	TNP1
ENST00000236980	ENSG00000118246	FASTKD2
ENST00000237014	ENSG00000118271	TTR
ENST00000237172	ENSG00000118407	FILIP1
ENST00000237201	ENSG00000118434	SPACA1
ENST00000237264	ENSG00000028839	TBPL1
ENST00000237275	ENSG00000118491	ZC2HC1B
ENST00000237281	ENSG00000118496	FBXO30
ENST00000237283	ENSG00000189007	ADAT2
ENST00000237289	ENSG00000118503	TNFAIP3
ENST00000237305	ENSG00000118515	SGK1
ENST00000237353	ENSG00000118557	PMFBP1
ENST00000237380	ENSG00000118579	MED28
ENST00000237449	ENSG00000115423	DNAH6
ENST00000237455	ENSG00000239305	RNF103
ENST00000237500	ENSG00000118680	MYL12B
ENST00000237530	ENSG00000118705	RPN2
ENST00000237536	ENSG00000149639	SOGA1
ENST00000237596	ENSG00000118762	PKD2
ENST00000237612	ENSG00000118777	ABCG2
ENST00000237623	ENSG00000118785	SPP1
ENST00000237642	ENSG00000118804	STBD1
ENST00000237653	ENSG00000172955	ADH6
ENST00000237654	ENSG00000118816	CCNI
ENST00000237696	ENSG00000118849	RARRES1
ENST00000237822	ENSG00000118961	LDAH
ENST00000237837	ENSG00000118972	FGF23
ENST00000237841	ENSG00000118976	OTUD4P1
ENST00000237853	ENSG00000118985	ELL2
ENST00000237889	ENSG00000119013	NDUFB3
ENST00000238044	ENSG00000119147	C2orf40
ENST00000238112	ENSG00000119203	CPSF3
ENST00000238146	ENSG00000111364	DDX55
ENST00000238256	ENSG00000119321	FKBP15
ENST00000238379	ENSG00000119431	HDHD3
ENST00000238497	ENSG00000119541	VPS4B
ENST00000238508	ENSG00000242550	SERPINB10
ENST00000238558	ENSG00000133937	GSC
ENST00000238561	ENSG00000063761	ADCK1
ENST00000238609	ENSG00000119632	IFI27L2
ENST00000238616	ENSG00000119638	NEK9
