ensembl_transcript_id	ensembl_gene_id	external_gene_name
ENST00000512540	ENSG00000248621	AC108019.1
ENST00000512546	ENSG00000249111	AC108517.1
ENST00000512547	ENSG00000249460	AC019235.2
ENST00000512554	ENSG00000248651	GCSHP1
ENST00000512563	ENSG00000249547	AC092440.1
ENST00000512569	ENSG00000249539	MRPS36P2
ENST00000512576	ENSG00000128050	PAICS
ENST00000512596	ENSG00000176979	TRIM60
ENST00000512599	ENSG00000249405	AC022441.1
ENST00000512602	ENSG00000251252	MTND2P31
ENST00000512609	ENSG00000248912	AC096736.1
ENST00000512613	ENSG00000248422	AC233724.3
ENST00000512626	ENSG00000249931	GOLGA8K
ENST00000512628	ENSG00000251264	AC098868.1
ENST00000512633	ENSG00000248128	AC114801.1
ENST00000512634	ENSG00000248980	AC019163.1
ENST00000512642	ENSG00000248925	AC021087.1
ENST00000512650	ENSG00000250615	AC008581.1
ENST00000512652	ENSG00000249425	LINC02477
ENST00000512654	ENSG00000250202	AC093827.2
ENST00000512672	ENSG00000249287	AC091874.3
ENST00000512675	ENSG00000248469	AC139491.1
ENST00000512693	ENSG00000249476	AC008467.1
ENST00000512696	ENSG00000224560	AC108043.1
ENST00000512701	ENSG00000155158	TTC39B
ENST00000512705	ENSG00000248821	AC009238.3
ENST00000512715	ENSG00000250969	AC097658.2
ENST00000512720	ENSG00000250751	AC015795.2
ENST00000512729	ENSG00000179046	TRIML2
ENST00000512730	ENSG00000250407	AC008728.1
ENST00000512733	ENSG00000163291	PAQR3
ENST00000512746	ENSG00000251250	AC091951.4
ENST00000512748	ENSG00000250564	AC109454.3
ENST00000512757	ENSG00000248355	ARL2BPP6
ENST00000512793	ENSG00000251300	AC104596.2
ENST00000512794	ENSG00000249519	LINC01438
ENST00000512798	ENSG00000251353	MTND3P5
ENST00000512800	ENSG00000248880	ICE2P1
ENST00000512805	ENSG00000204628	RACK1
ENST00000512823	ENSG00000248552	AC074344.1
ENST00000512831	ENSG00000248431	AC005150.1
ENST00000512833	ENSG00000250406	AC109811.1
ENST00000512835	ENSG00000248546	ANP32C
ENST00000512837	ENSG00000250747	AC116345.2
ENST00000512838	ENSG00000250974	LINC02196
ENST00000512846	ENSG00000248283	CCNL2P1
ENST00000512849	ENSG00000249785	LINC02103
ENST00000512850	ENSG00000250273	PSMC1P5
ENST00000512854	ENSG00000205976	AC091951.1
ENST00000512859	ENSG00000249483	AC026726.1
ENST00000512863	ENSG00000250221	KRT8P32
ENST00000512867	ENSG00000206144	AC022034.1
ENST00000512873	ENSG00000249699	LINC02261
ENST00000512874	ENSG00000249679	AC106897.1
ENST00000512887	ENSG00000248913	PHBP14
ENST00000512891	ENSG00000251211	AC136632.2
ENST00000512892	ENSG00000249763	AC114786.1
ENST00000512898	ENSG00000249727	AC097494.1
ENST00000512900	ENSG00000248709	AC008549.1
ENST00000512908	ENSG00000251634	AC145138.1
ENST00000512910	ENSG00000249778	TRMT112P2
ENST00000512916	ENSG00000249641	HOXC13-AS
ENST00000512920	ENSG00000248543	NPM1P41
ENST00000512921	ENSG00000281028	AC104662.2
ENST00000512927	ENSG00000251628	AC106789.1
ENST00000512933	ENSG00000249744	AC010374.2
ENST00000512934	ENSG00000251414	AC138956.2
ENST00000512938	ENSG00000205333	GOLGA2P1
ENST00000512939	ENSG00000249099	AC025475.1
ENST00000512941	ENSG00000249265	AC113167.1
ENST00000512944	ENSG00000180104	EXOC3
ENST00000512950	ENSG00000249729	AC093755.1
ENST00000512952	ENSG00000248393	AC026782.1
ENST00000512953	ENSG00000214510	SPINK13
ENST00000512960	ENSG00000077684	JADE1
ENST00000512965	ENSG00000249365	AC110009.1
ENST00000512969	ENSG00000251492	AC104136.1
ENST00000512971	ENSG00000223539	AC011431.1
ENST00000512973	ENSG00000249301	AC108120.2
ENST00000512978	ENSG00000248693	LINC02100
ENST00000512987	ENSG00000248409	AP000344.2
ENST00000513000	ENSG00000109452	INPP4B
ENST00000513004	ENSG00000249582	RPL7L1P4
ENST00000513010	ENSG00000171643	S100Z
ENST00000513014	ENSG00000249563	AC098976.1
ENST00000513037	ENSG00000250600	ROPN1L-AS1
ENST00000513039	ENSG00000250003	LINC02107
ENST00000513041	ENSG00000249737	AC020980.1
ENST00000513046	ENSG00000250169	MTND5P13
ENST00000513067	ENSG00000250604	AC098679.2
ENST00000513074	ENSG00000251401	AC093729.1
ENST00000513076	ENSG00000248928	AC008837.2
ENST00000513082	ENSG00000249028	AC004672.1
ENST00000513087	ENSG00000248234	AC091839.1
ENST00000513093	ENSG00000249419	AC023136.1
ENST00000513104	ENSG00000069018	TRPC7
ENST00000513113	ENSG00000251483	LYPLA1P2
ENST00000513127	ENSG00000250906	AC131953.1
ENST00000513136	ENSG00000249259	AC027613.2
ENST00000513140	ENSG00000163697	APBB2
ENST00000513155	ENSG00000251399	AC092542.1
ENST00000513157	ENSG00000248150	LINC02150
ENST00000513160	ENSG00000249558	RCC2P4
ENST00000513168	ENSG00000249848	AC112673.1
ENST00000513175	ENSG00000248489	LINC02062
ENST00000513176	ENSG00000251639	AC092535.2
ENST00000513196	ENSG00000248853	AC113352.1
ENST00000513197	ENSG00000250066	AC093248.1
ENST00000513203	ENSG00000249245	NCOA4P3
ENST00000513207	ENSG00000251323	AP003086.1
ENST00000513209	ENSG00000273049	AC012531.3
ENST00000513211	ENSG00000251129	AC112251.1
ENST00000513219	ENSG00000249865	AC027343.2
ENST00000513220	ENSG00000249635	AC109361.1
ENST00000513224	ENSG00000227118	BTF3P13
ENST00000513251	ENSG00000251395	FTH1P9
ENST00000513255	ENSG00000248694	AC079226.1
ENST00000513270	ENSG00000251398	LINC01256
ENST00000513279	ENSG00000175749	EIF3KP1
ENST00000513283	ENSG00000248145	AC016553.1
ENST00000513286	ENSG00000173966	AC095040.1
ENST00000513297	ENSG00000248447	AC107058.1
ENST00000513307	ENSG00000235043	TECRP1
ENST00000513309	ENSG00000250433	CLSTN2-AS1
ENST00000513311	ENSG00000251433	CCNHP1
ENST00000513312	ENSG00000234602	MCIDAS
ENST00000513329	ENSG00000250994	AC005355.1
ENST00000513330	ENSG00000250827	MFSD4BP1
ENST00000513338	ENSG00000249215	NCOA4P4
ENST00000513351	ENSG00000248328	MTCO3P28
ENST00000513357	ENSG00000232471	AC119751.1
ENST00000513358	ENSG00000250899	AC125807.2
ENST00000513366	ENSG00000249551	LINC02216
ENST00000513369	ENSG00000250982	GAPDHP35
ENST00000513375	ENSG00000250778	AC004980.4
ENST00000513378	ENSG00000250976	AC021491.3
ENST00000513388	ENSG00000251288	AC018797.3
ENST00000513392	ENSG00000248294	AC008780.1
ENST00000513394	ENSG00000248578	NPM1P21
ENST00000513396	ENSG00000250834	KRT18P54
ENST00000513398	ENSG00000248746	ACTN3
ENST00000513405	ENSG00000251226	AP001999.1
ENST00000513422	ENSG00000251214	AC025465.4
ENST00000513426	ENSG00000217791	ASS1P9
ENST00000513434	ENSG00000248843	AL645949.2
ENST00000513444	ENSG00000250227	TRIM60P14
ENST00000513445	ENSG00000251155	SEPT14P4
ENST00000513456	ENSG00000251308	MRPS33P3
ENST00000513458	ENSG00000153006	SREK1IP1
ENST00000513462	ENSG00000251122	NIFKP2
ENST00000513465	ENSG00000124399	NDUFB4P12
ENST00000513470	ENSG00000250074	AC006499.2
ENST00000513479	ENSG00000213655	AC010493.1
ENST00000513481	ENSG00000249056	AC099343.1
ENST00000513483	ENSG00000251261	OR7H2P
ENST00000513484	ENSG00000248772	AC108729.3
ENST00000513501	ENSG00000271977	AC226119.2
ENST00000513509	ENSG00000248350	AC010265.1
ENST00000513513	ENSG00000213352	GAPDHP44
ENST00000513521	ENSG00000250951	USP9YP1
ENST00000513530	ENSG00000248122	APOOP4
ENST00000513535	ENSG00000248717	LINC02222
ENST00000513540	ENSG00000272304	AC096721.1
ENST00000513542	ENSG00000250902	SMAD1-AS1
ENST00000513543	ENSG00000163531	NFASC
ENST00000513552	ENSG00000251174	TSEN2P1
ENST00000513561	ENSG00000249073	WSPAR
ENST00000513571	ENSG00000250890	AL117351.2
ENST00000513573	ENSG00000249854	CDH18-AS1
ENST00000513576	ENSG00000248256	OCIAD1-AS1
ENST00000513586	ENSG00000249234	AC108063.1
ENST00000513610	ENSG00000145555	MYO10
ENST00000513612	ENSG00000182923	CEP63
ENST00000513616	ENSG00000251325	AC024132.3
ENST00000513617	ENSG00000249184	AC107074.1
ENST00000513620	ENSG00000251485	AC068134.3
ENST00000513621	ENSG00000250624	MTCYBP43
ENST00000513630	ENSG00000225455	TPI1P4
ENST00000513637	ENSG00000249855	EEF1A1P19
ENST00000513642	ENSG00000250322	AC026402.1
ENST00000513645	ENSG00000249373	AC093879.2
ENST00000513659	ENSG00000249472	AC147055.2
ENST00000513660	ENSG00000249924	AC097467.1
ENST00000513668	ENSG00000250257	LDHAL6DP
ENST00000513669	ENSG00000235183	AC015795.1
ENST00000513672	ENSG00000248322	AL117348.1
ENST00000513673	ENSG00000248539	LINC02117
ENST00000513681	ENSG00000250739	LINC01262
ENST00000513686	ENSG00000249320	AC133963.2
ENST00000513692	ENSG00000113430	IRX4
ENST00000513707	ENSG00000251647	AC114781.4
ENST00000513710	ENSG00000134987	WDR36
ENST00000513713	ENSG00000251112	AC106794.2
ENST00000513715	ENSG00000248188	AC005798.1
ENST00000513718	ENSG00000250488	LINC02233
ENST00000513721	ENSG00000249200	AC110775.1
ENST00000513727	ENSG00000169325	GUSBP12
ENST00000513734	ENSG00000250787	HMGN1P17
ENST00000513758	ENSG00000249310	APOBEC3B-AS1
ENST00000513770	ENSG00000248165	AC110760.1
ENST00000513771	ENSG00000248473	LINC01962
ENST00000513791	ENSG00000248637	AC108064.1
ENST00000513802	ENSG00000248773	AC108727.1
ENST00000513804	ENSG00000251552	COQ10BP2
ENST00000513810	ENSG00000250656	ST3GAL1P1
ENST00000513820	ENSG00000248885	AC118465.1
ENST00000513846	ENSG00000248180	GAPDHP60
ENST00000513849	ENSG00000249175	AC008534.1
ENST00000513850	ENSG00000250475	AC017037.2
ENST00000513859	ENSG00000248962	AC025773.1
ENST00000513866	ENSG00000251373	AC092593.2
ENST00000513870	ENSG00000250197	HMGN1P15
ENST00000513871	ENSG00000249036	AC092674.1
ENST00000513874	ENSG00000179057	IGSF22
ENST00000513876	ENSG00000250486	FAM218A
ENST00000513884	ENSG00000251102	CTBP2P4
ENST00000513885	ENSG00000249525	AC034159.1
ENST00000513892	ENSG00000249258	AC079193.2
ENST00000513915	ENSG00000250411	AC109458.2
ENST00000513916	ENSG00000249278	AC112249.1
ENST00000513925	ENSG00000251371	AC010634.1
ENST00000513926	ENSG00000250158	AC099509.2
ENST00000513934	ENSG00000248655	NOP56P1
ENST00000513953	ENSG00000183663	AC007992.1
ENST00000513958	ENSG00000250947	TRPC7-AS2
ENST00000513963	ENSG00000251569	AC093899.2
ENST00000513973	ENSG00000013375	PGM3
ENST00000513977	ENSG00000249019	AC108471.1
ENST00000513990	ENSG00000251342	AC026774.2
ENST00000514002	ENSG00000251556	AC091887.1
ENST00000514003	ENSG00000268803	AC114797.1
ENST00000514008	ENSG00000249025	ZNF519P4
ENST00000514009	ENSG00000249779	AC106800.2
ENST00000514010	ENSG00000248243	LINC02014
ENST00000514020	ENSG00000227040	AC022483.1
ENST00000514037	ENSG00000251431	AC245884.7
ENST00000514043	ENSG00000250915	AC209005.1
ENST00000514047	ENSG00000226432	AC010342.1
ENST00000514057	ENSG00000248527	MTATP6P1
ENST00000514059	ENSG00000250428	AC100858.1
ENST00000514060	ENSG00000235235	IGKV1OR2-1
ENST00000514061	ENSG00000270133	AC025766.1
ENST00000514065	ENSG00000250306	AC091826.1
ENST00000514068	ENSG00000251609	SETP12
ENST00000514073	ENSG00000253917	AC226119.1
ENST00000514074	ENSG00000250053	RARRES2P4
ENST00000514075	ENSG00000250471	GMPSP1
ENST00000514077	ENSG00000250769	AC119751.5
ENST00000514084	ENSG00000187900	OR5H7P
ENST00000514103	ENSG00000248262	AC108037.1
ENST00000514105	ENSG00000250761	AC093305.1
ENST00000514113	ENSG00000251601	AC022441.2
ENST00000514116	ENSG00000114547	ROPN1B
ENST00000514120	ENSG00000204801	FGF7P7
ENST00000514125	ENSG00000248209	AC097462.1
ENST00000514134	ENSG00000249675	AC097487.1
ENST00000514144	ENSG00000250425	AC098976.2
ENST00000514163	ENSG00000251581	MICE
ENST00000514170	ENSG00000198515	CNGA1
ENST00000514175	ENSG00000213493	ACTN4P1
ENST00000514187	ENSG00000250893	AC098869.2
ENST00000514188	ENSG00000250816	DCAF13P2
ENST00000514201	ENSG00000249655	AC008434.1
ENST00000514213	ENSG00000138768	USO1
ENST00000514223	ENSG00000249256	ATP5LP3
ENST00000514225	ENSG00000250885	LINC02061
ENST00000514226	ENSG00000258659	TRIM34
ENST00000514228	ENSG00000248645	AC106872.6
ENST00000514230	ENSG00000250268	ALG1L14P
ENST00000514239	ENSG00000212930	AC093281.1
ENST00000514240	ENSG00000251293	AC008574.1
ENST00000514241	ENSG00000249057	MAST4-IT1
ENST00000514243	ENSG00000251014	AC137549.1
ENST00000514251	ENSG00000177311	ZBTB38
ENST00000514254	ENSG00000250091	DNAH10OS
ENST00000514264	ENSG00000243678	NME2
ENST00000514265	ENSG00000248187	AC078850.1
ENST00000514266	ENSG00000249105	AC096725.1
ENST00000514269	ENSG00000251455	AC092611.1
ENST00000514280	ENSG00000248569	AC026410.3
ENST00000514281	ENSG00000251448	AC063919.1
ENST00000514282	ENSG00000279240	AC063980.1
ENST00000514287	ENSG00000250635	CXXC5-AS1
ENST00000514293	ENSG00000249847	AC104619.2
ENST00000514297	ENSG00000250626	AC093909.4
ENST00000514304	ENSG00000249951	AC108067.1
ENST00000514311	ENSG00000248915	ACTR6P1
ENST00000514334	ENSG00000251687	AC104791.1
ENST00000514339	ENSG00000251679	AC073848.1
ENST00000514347	ENSG00000248747	AC107220.1
ENST00000514351	ENSG00000249004	PRMT5P1
ENST00000514359	ENSG00000248851	AC006427.1
ENST00000514366	ENSG00000248182	OR12D1
ENST00000514371	ENSG00000235062	BCRP5
ENST00000514388	ENSG00000248807	KRTAP9-12P
ENST00000514397	ENSG00000251430	MTCO3P27
ENST00000514401	ENSG00000248425	AC006296.1
ENST00000514411	ENSG00000250882	AC010261.1
ENST00000514413	ENSG00000251256	LINC02358
ENST00000514414	ENSG00000251017	AC093677.1
ENST00000514425	ENSG00000251413	AC068898.2
ENST00000514427	ENSG00000251219	LINC01217
ENST00000514436	ENSG00000250575	AL732372.4
ENST00000514441	ENSG00000249956	UGT2B24P
ENST00000514454	ENSG00000214280	AC046134.1
ENST00000514456	ENSG00000250476	ENPP7P9
ENST00000514459	ENSG00000248211	TRPC7-AS1
ENST00000514461	ENSG00000250442	EIF3KP3
ENST00000514465	ENSG00000230045	FAM90A15P
ENST00000514468	ENSG00000251085	LINC01969
ENST00000514471	ENSG00000251427	AC111000.6
ENST00000514492	ENSG00000248769	AC139495.2
ENST00000514498	ENSG00000251596	HADHAP1
ENST00000514501	ENSG00000248521	AC092612.1
ENST00000514506	ENSG00000249906	AC006487.1
ENST00000514519	ENSG00000249731	AC126768.3
ENST00000514522	ENSG00000253816	AC138866.1
ENST00000514530	ENSG00000253550	AC016065.2
ENST00000514544	ENSG00000249791	AC008494.2
ENST00000514545	ENSG00000196472	AC111000.1
ENST00000514549	ENSG00000248766	AC093303.1
ENST00000514557	ENSG00000248313	CYP4F27P
ENST00000514569	ENSG00000249326	CTD-2194D22.4
ENST00000514574	ENSG00000249518	AC011352.2
ENST00000514575	ENSG00000250813	SERF1AP1
ENST00000514578	ENSG00000249721	AC112206.3
ENST00000514583	ENSG00000248715	AC105424.1
ENST00000514586	ENSG00000250629	AC091435.2
ENST00000514591	ENSG00000150471	ADGRL3
ENST00000514593	ENSG00000250752	RPL23AP96
ENST00000514607	ENSG00000248553	OR52H2P
ENST00000514630	ENSG00000248466	AC098827.1
ENST00000514631	ENSG00000251411	AC093827.3
ENST00000514634	ENSG00000251178	AC083906.4
ENST00000514638	ENSG00000250455	AC117532.1
ENST00000514650	ENSG00000249170	AC096713.1
ENST00000514659	ENSG00000249985	AC021146.6
ENST00000514661	ENSG00000247993	FOXD1-AS1
ENST00000514662	ENSG00000250831	AC074131.1
ENST00000514667	ENSG00000273217	AC008695.1
ENST00000514668	ENSG00000250480	AC034244.2
ENST00000514684	ENSG00000248642	OR10J2P
ENST00000514691	ENSG00000251195	AC105417.1
ENST00000514706	ENSG00000249798	HSD3BP3
ENST00000514722	ENSG00000249540	AC117383.2
ENST00000514726	ENSG00000249383	LINC02071
ENST00000514739	ENSG00000249226	SUCLG2P4
ENST00000514747	ENSG00000146067	FAM193B
ENST00000514750	ENSG00000248139	CUL4AP1
ENST00000514761	ENSG00000250013	AC093286.1
ENST00000514766	ENSG00000251248	AC139720.2
ENST00000514769	ENSG00000251026	LINC02163
ENST00000514785	ENSG00000230069	LRRC37A15P
ENST00000514791	ENSG00000249894	AC024581.1
ENST00000514795	ENSG00000249038	AARSP1
ENST00000514799	ENSG00000214244	SETP21
ENST00000514802	ENSG00000250190	LINC02364
ENST00000514804	ENSG00000248573	PRYP6
ENST00000514811	ENSG00000248965	AC011389.2
ENST00000514812	ENSG00000268736	MTCO3P39
ENST00000514814	ENSG00000123219	CENPK
ENST00000514817	ENSG00000248998	EFTUD1P2
ENST00000514820	ENSG00000250580	SNRPCP8
ENST00000514821	ENSG00000250215	CIR1P2
ENST00000514827	ENSG00000251608	OR12D1
ENST00000514835	ENSG00000248282	MTCYBP44
ENST00000514840	ENSG00000249664	AC027338.1
ENST00000514843	ENSG00000250354	AC069272.1
ENST00000514848	ENSG00000250866	AC022424.2
ENST00000514850	ENSG00000250464	LRRC34P2
ENST00000514852	ENSG00000249963	EEF1A1P20
ENST00000514853	ENSG00000230561	CCDC192
ENST00000514854	ENSG00000233915	UBE2Q2P10
ENST00000514855	ENSG00000249228	AC068944.1
ENST00000514859	ENSG00000248259	MTND4LP31
ENST00000514864	ENSG00000249106	AC097537.1
ENST00000514865	ENSG00000248951	MTCO2P32
ENST00000514867	ENSG00000248634	AC008588.1
ENST00000514869	ENSG00000250668	LINC02123
ENST00000514879	ENSG00000250522	AC004066.2
ENST00000514884	ENSG00000250410	AC112722.1
ENST00000514902	ENSG00000251533	LINC00605
ENST00000514909	ENSG00000248950	LDHBP3
ENST00000514910	ENSG00000250292	AC093844.1
ENST00000514912	ENSG00000249135	AC116347.2
ENST00000514917	ENSG00000270249	AC093668.1
ENST00000514926	ENSG00000248599	FLJ42969
ENST00000514930	ENSG00000248105	AC008885.1
ENST00000514941	ENSG00000251000	AC008592.3
ENST00000514942	ENSG00000251205	AC016598.2
ENST00000514945	ENSG00000250684	ADI1P2
ENST00000514947	ENSG00000250080	AC011416.1
ENST00000514955	ENSG00000248697	TOX4P1
ENST00000514957	ENSG00000250302	LINC01618
ENST00000514966	ENSG00000251310	AC107391.1
ENST00000514975	ENSG00000249264	EEF1A1P9
ENST00000514977	ENSG00000248720	RFPL4AP5
ENST00000514978	ENSG00000251212	MTND5P4
ENST00000514980	ENSG00000251034	AC037459.2
ENST00000514985	ENSG00000250722	SELENOP
ENST00000514988	ENSG00000249852	AC145676.1
ENST00000514997	ENSG00000248548	MTND4P8
ENST00000515007	ENSG00000145685	LHFPL2
ENST00000515030	ENSG00000151726	ACSL1
ENST00000515039	ENSG00000248420	MTATP6P9
ENST00000515046	ENSG00000250794	ALG1L12P
ENST00000515049	ENSG00000249176	AC027801.3
ENST00000515055	ENSG00000250135	AL049795.2
ENST00000515059	ENSG00000138696	BMPR1B
ENST00000515071	ENSG00000249041	AC009567.1
ENST00000515073	ENSG00000248989	STK19B
ENST00000515074	ENSG00000251253	MTHFD2P4
ENST00000515076	ENSG00000213480	AC093816.1
ENST00000515077	ENSG00000251206	AC010420.1
ENST00000515085	ENSG00000250385	AC106772.2
ENST00000515086	ENSG00000248736	AC112192.1
ENST00000515092	ENSG00000249112	AC112196.1
ENST00000515103	ENSG00000250189	AC097504.1
ENST00000515105	ENSG00000248205	AC106774.1
ENST00000515111	ENSG00000248984	AC004054.1
ENST00000515127	ENSG00000248242	AC004053.1
ENST00000515134	ENSG00000248287	SCGB1D5P
ENST00000515135	ENSG00000251051	ELL2P2
ENST00000515142	ENSG00000250669	AC112206.4
ENST00000515148	ENSG00000248944	FAM90A6P
ENST00000515150	ENSG00000251636	LINC01218
ENST00000515153	ENSG00000251361	AC012625.1
ENST00000515156	ENSG00000250138	AC139495.3
ENST00000515168	ENSG00000250154	MICE
ENST00000515178	ENSG00000250596	AC096751.1
ENST00000515181	ENSG00000251329	LINC02353
ENST00000515186	ENSG00000251186	AC105345.2
ENST00000515188	ENSG00000248545	AC092436.2
ENST00000515189	ENSG00000250640	AC090835.1
ENST00000515199	ENSG00000248359	AC010280.1
ENST00000515212	ENSG00000248377	HMGN1P9
ENST00000515213	ENSG00000249574	AC226118.1
ENST00000515217	ENSG00000251389	YTHDF1P1
ENST00000515218	ENSG00000251363	LINC02315
ENST00000515228	ENSG00000249495	AC117525.1
ENST00000515232	ENSG00000249022	AC093599.1
ENST00000515236	ENSG00000248781	PSMC1P4
ENST00000515243	ENSG00000249396	LINC02212
ENST00000515244	ENSG00000248729	MTCO1P30
ENST00000515248	ENSG00000238278	ALG1L6P
ENST00000515260	ENSG00000250474	WBP1LP2
ENST00000515263	ENSG00000248417	AC097535.1
ENST00000515264	ENSG00000251666	ZNF346-IT1
ENST00000515267	ENSG00000251220	RFPL4AP3
ENST00000515270	ENSG00000250630	MTCO1P35
ENST00000515279	ENSG00000138780	GSTCD
ENST00000515281	ENSG00000249489	GAPDHP70
ENST00000515292	ENSG00000251182	AC107394.1
ENST00000515296	ENSG00000249526	AC008667.1
ENST00000515300	ENSG00000250662	HNRNPKP5
ENST00000515306	ENSG00000249131	PSD2-AS1
ENST00000515313	ENSG00000251013	GAPDHP62
ENST00000515328	ENSG00000213332	SLC25A5P6
ENST00000515331	ENSG00000249943	AC097486.1
ENST00000515343	ENSG00000251152	AC025539.1
ENST00000515347	ENSG00000249438	KRT18P45
ENST00000515352	ENSG00000250140	AC026801.2
ENST00000515358	ENSG00000248378	AC022447.1
ENST00000515364	ENSG00000249426	AC093206.1
ENST00000515377	ENSG00000250001	AC027335.1
ENST00000515379	ENSG00000220157	HNRNPA1P12
ENST00000515384	ENSG00000165566	AMER2
ENST00000515393	ENSG00000175471	MCTP1
ENST00000515413	ENSG00000251113	AC092593.1
ENST00000515414	ENSG00000251586	TET2-AS1
ENST00000515422	ENSG00000250338	AC095057.2
ENST00000515425	ENSG00000169247	SH3TC2
ENST00000515427	ENSG00000248352	TNXA
ENST00000515431	ENSG00000248308	AC138938.1
ENST00000515436	ENSG00000271958	AC021860.1
ENST00000515438	ENSG00000249448	MTCO1P24
ENST00000515450	ENSG00000249843	AC112198.4
ENST00000515455	ENSG00000250616	AC012645.1
ENST00000515470	ENSG00000248117	MINOS1P4
ENST00000515476	ENSG00000251163	PRELID3BP4
ENST00000515487	ENSG00000248221	STX18-IT1
ENST00000515495	ENSG00000251379	AC099550.1
ENST00000515504	ENSG00000249588	AC010280.3
ENST00000515522	ENSG00000249688	AC022447.6
ENST00000515530	ENSG00000248764	AC092435.2
ENST00000515536	ENSG00000249851	RPS27AP18
ENST00000515537	ENSG00000213716	FABP5P5
ENST00000515542	ENSG00000249993	BFSP2-AS1
ENST00000515543	ENSG00000249367	FABP5P12
ENST00000515547	ENSG00000230386	AC104057.1
ENST00000515557	ENSG00000249633	OR52V1P
ENST00000515565	ENSG00000248854	HNRNPH1P3
ENST00000515566	ENSG00000248920	USP17L19
ENST00000515574	ENSG00000235780	USP17L27
ENST00000515577	ENSG00000214743	MRPS5P3
ENST00000515583	ENSG00000214278	AC010442.1
ENST00000515599	ENSG00000248568	KRT8P48
ENST00000515604	ENSG00000272414	FAM47E-STBD1
ENST00000515611	ENSG00000249990	MTCO2P24
ENST00000515614	ENSG00000249628	LINC00942
ENST00000515617	ENSG00000248265	FLJ12825
ENST00000515618	ENSG00000250767	AC139783.1
ENST00000515623	ENSG00000248744	AC108467.1
ENST00000515627	ENSG00000251169	LINC01843
ENST00000515628	ENSG00000251498	AC021146.10
ENST00000515630	ENSG00000249452	AC093878.1
ENST00000515639	ENSG00000226040	AC005740.1
ENST00000515651	ENSG00000250084	BX510359.5
ENST00000515656	ENSG00000248467	AC026719.2
ENST00000515670	ENSG00000250057	AC114781.2
ENST00000515672	ENSG00000250507	AC245884.6
ENST00000515673	ENSG00000170153	RNF150
ENST00000515680	ENSG00000250243	AC110296.1
ENST00000515683	ENSG00000248144	ADH1C
ENST00000515686	ENSG00000251203	AC011726.1
ENST00000515689	ENSG00000250997	AC093853.1
ENST00000515692	ENSG00000248954	AC027801.2
ENST00000515696	ENSG00000249761	AC074133.1
ENST00000515706	ENSG00000250124	AC016550.3
ENST00000515708	ENSG00000048140	TSPAN17
ENST00000515712	ENSG00000213763	ACTBP2
ENST00000515724	ENSG00000249689	AC138517.1
ENST00000515727	ENSG00000248337	AC233724.2
ENST00000515728	ENSG00000250223	LINC01216
ENST00000515730	ENSG00000250569	NTAN1P2
ENST00000515739	ENSG00000248943	AC140125.1
ENST00000515767	ENSG00000250363	KRT18P21
ENST00000515768	ENSG00000113712	CSNK1A1
ENST00000515777	ENSG00000187821	HELT
ENST00000515779	ENSG00000249140	PRDX2P3
ENST00000515780	ENSG00000249242	TMEM150C
ENST00000515782	ENSG00000249710	AP001961.1
ENST00000515789	ENSG00000248571	AC106882.1
ENST00000515805	ENSG00000249708	AC112242.1
ENST00000515822	ENSG00000250242	AC094104.1
ENST00000515823	ENSG00000279686	AC142391.1
ENST00000515830	ENSG00000248574	ADAM20P2
ENST00000515837	ENSG00000187049	TMEM216
ENST00000515840	ENSG00000250968	LINC02382
ENST00000515842	ENSG00000253399	AC078852.1
ENST00000515849	ENSG00000249026	CTNNA1P1
ENST00000515851	ENSG00000225011	AL671862.1
ENST00000515857	ENSG00000248929	HIGD1AP3
ENST00000515860	ENSG00000249381	LINC00500
ENST00000515870	ENSG00000250655	AC096661.1
ENST00000515871	ENSG00000251221	LINC01337
ENST00000515882	ENSG00000248228	SLIT2-IT1
ENST00000515888	ENSG00000251697	RN7SKP24
ENST00000515889	ENSG00000251698	RNA5SP445
ENST00000515893	ENSG00000251702	RNU6-857P
ENST00000515894	ENSG00000251703	RNU6-998P
ENST00000515895	ENSG00000251704	SNORA40
ENST00000515896	ENSG00000251705	RNA5-8SP6
ENST00000515897	ENSG00000251706	RNU7-61P
ENST00000515898	ENSG00000251707	RNU7-37P
ENST00000515902	ENSG00000251711	RNU6-632P
ENST00000515903	ENSG00000251712	RNU7-20P
ENST00000515905	ENSG00000251714	RN7SKP67
ENST00000515906	ENSG00000251715	SNORA68
ENST00000515908	ENSG00000251717	RNA5SP419
ENST00000515909	ENSG00000251718	RNU2-13P
ENST00000515910	ENSG00000251719	RNU6-408P
ENST00000515911	ENSG00000251720	RNU7-123P
ENST00000515913	ENSG00000251722	RNU5E-3P
ENST00000515915	ENSG00000251724	RNU7-175P
ENST00000515916	ENSG00000284336	MIR2277
ENST00000515917	ENSG00000251726	RNU7-41P
ENST00000515918	ENSG00000251727	RNU6-488P
ENST00000515919	ENSG00000251728	Y_RNA
ENST00000515920	ENSG00000251729	RNA5SP401
ENST00000515921	ENSG00000251730	SNORA4
ENST00000515923	ENSG00000251732	RN7SKP122
ENST00000515924	ENSG00000251733	SCARNA8
ENST00000515926	ENSG00000251735	SNORA25
ENST00000515930	ENSG00000251739	RNU6-1053P
ENST00000515932	ENSG00000251741	RNU4ATAC13P
ENST00000515933	ENSG00000251742	RN7SKP13
ENST00000515935	ENSG00000251744	SNORA25
