ensembl_gene_id	external_gene_name	salt	hog1DepSaltExt
YDR292C	SRP101	unresponsive	unresponsive
YDR293C	SSD1	upregulated	upregulated_Hog1_independent
YDR294C	DPL1	unresponsive	unresponsive
YDR295C	HDA2	unresponsive	unresponsive
YDR296W	MHR1	unresponsive	unresponsive
YDR297W	SUR2	downregulated	downregulated_Hog1_independent
YDR298C	ATP5	unresponsive	unresponsive
YDR299W	BFR2	downregulated	downregulated_Hog1_independent
YDR300C	PRO1	downregulated	downregulated_Hog1_independent
YDR301W	CFT1	unresponsive	unresponsive
YDR302W	GPI11	unresponsive	unresponsive
YDR303C	RSC3	unresponsive	unresponsive
YDR304C	CPR5	unresponsive	unresponsive
YDR305C	HNT2	unresponsive	unresponsive
YDR306C		upregulated	upregulated_Hog1_independent
YDR307W	PMT7	unresponsive	unresponsive
YDR308C	SRB7	unresponsive	unresponsive
YDR309C	GIC2	unresponsive	unresponsive
YDR310C	SUM1	unresponsive	unresponsive
YDR311W	TFB1	unresponsive	unresponsive
YDR312W	SSF2	downregulated	downregulated_Hog1_independent
YDR313C	PIB1	unresponsive	unresponsive
YDR314C	RAD34	unresponsive	unresponsive
YDR315C	IPK1	unresponsive	unresponsive
YDR316W	OMS1	unresponsive	unresponsive
YDR316W-B		unresponsive	unresponsive
YDR317W	HIM1	unresponsive	unresponsive
YDR318W	MCM21	unresponsive	unresponsive
YDR319C	YFT2	unresponsive	unresponsive
YDR320C	SWA2	unresponsive	unresponsive
YDR320C-A	DAD4	unresponsive	unresponsive
YDR320W-B		unresponsive	unresponsive
YDR321W	ASP1	unresponsive	unresponsive
YDR322C-A	TIM11	unresponsive	unresponsive
YDR322W	MRPL35	unresponsive	unresponsive
YDR323C	PEP7	unresponsive	unresponsive
YDR324C	UTP4	downregulated	downregulated_Hog1_dependent
YDR325W	YCG1	unresponsive	unresponsive
YDR326C	YSP2	unresponsive	unresponsive
YDR327W		unresponsive	unresponsive
YDR328C	SKP1	unresponsive	unresponsive
YDR329C	PEX3	unresponsive	unresponsive
YDR330W	UBX5	upregulated	upregulated_Hog1_independent
YDR331W	GPI8	unresponsive	unresponsive
YDR332W	IRC3	unresponsive	unresponsive
YDR333C	RQC1	unresponsive	unresponsive
YDR334W	SWR1	unresponsive	unresponsive
YDR335W	MSN5	unresponsive	unresponsive
YDR336W		unresponsive	unresponsive
YDR337W	MRPS28	unresponsive	unresponsive
YDR338C		unresponsive	unresponsive
YDR339C	FCF1	downregulated	downregulated_Hog1_independent
YDR340W		unresponsive	unresponsive
YDR341C		downregulated	downregulated_Hog1_independent
YDR342C	HXT7	upregulated	upregulated_Hog1_independent
YDR343C	HXT6	unresponsive	unresponsive
YDR344C		unresponsive	unresponsive
YDR345C	HXT3	downregulated	downregulated_Hog1_dependent
YDR346C	SVF1	downregulated	downregulated_Hog1_independent
YDR347W	MRP1	unresponsive	unresponsive
YDR348C	PAL1	unresponsive	unresponsive
YDR349C	YPS7	unresponsive	unresponsive
YDR350C	ATP22	unresponsive	unresponsive
YDR351W	SBE2	unresponsive	unresponsive
YDR352W	YPQ2	unresponsive	unresponsive
YDR353W	TRR1	unresponsive	unresponsive
YDR354C-A		unresponsive	unresponsive
YDR354W	TRP4	unresponsive	unresponsive
YDR355C		unresponsive	unresponsive
YDR356W	SPC110	unresponsive	unresponsive
YDR357C	CNL1	unresponsive	unresponsive
YDR358W	GGA1	upregulated	upregulated_Hog1_independent
YDR359C	EAF1	unresponsive	unresponsive
YDR360W	OPI7	unresponsive	unresponsive
YDR361C	BCP1	downregulated	downregulated_Hog1_independent
YDR362C	TFC6	unresponsive	unresponsive
YDR363W	ESC2	unresponsive	unresponsive
YDR363W-A	SEM1	unresponsive	unresponsive
YDR364C	CDC40	unresponsive	unresponsive
YDR365C	ESF1	downregulated	downregulated_Hog1_independent
YDR365W-B		unresponsive	unresponsive
YDR366C		unresponsive	unresponsive
YDR367W	KEI1	unresponsive	unresponsive
YDR368W	YPR1	upregulated	upregulated_Hog1_dependent
YDR369C	XRS2	unresponsive	unresponsive
YDR370C	DXO1	unresponsive	unresponsive
YDR371C-A		unresponsive	unresponsive
YDR371W	CTS2	unresponsive	unresponsive
YDR372C	VPS74	unresponsive	unresponsive
YDR373W	FRQ1	unresponsive	unresponsive
YDR374C	PHO92	unresponsive	unresponsive
YDR374W-A	WIP1	unresponsive	unresponsive
YDR375C	BCS1	unresponsive	unresponsive
YDR376W	ARH1	unresponsive	unresponsive
YDR377W	ATP17	unresponsive	unresponsive
YDR378C	LSM6	unresponsive	unresponsive
YDR379C-A	SDH6	upregulated	upregulated_Hog1_independent
YDR379W	RGA2	unresponsive	unresponsive
YDR380W	ARO10	upregulated	upregulated_Hog1_independent
YDR381C-A		unresponsive	unresponsive
YDR381W	YRA1	unresponsive	unresponsive
YDR382W	RPP2B	unresponsive	unresponsive
YDR383C	NKP1	unresponsive	unresponsive
YDR384C	ATO3	downregulated	downregulated_Hog1_independent
YDR385W	EFT2	unresponsive	unresponsive
YDR386W	MUS81	unresponsive	unresponsive
YDR387C		unresponsive	unresponsive
YDR388W	RVS167	unresponsive	unresponsive
YDR389W	SAC7	unresponsive	unresponsive
YDR390C	UBA2	unresponsive	unresponsive
YDR391C		upregulated	upregulated_Hog1_independent
YDR392W	SPT3	unresponsive	unresponsive
YDR393W	SHE9	unresponsive	unresponsive
YDR394W	RPT3	unresponsive	unresponsive
YDR395W	SXM1	downregulated	downregulated_Hog1_independent
YDR396W		unresponsive	unresponsive
YDR397C	NCB2	downregulated	downregulated_Hog1_independent
YDR398W	UTP5	downregulated	downregulated_Hog1_dependent
YDR399W	HPT1	downregulated	downregulated_Hog1_independent
YDR400W	URH1	unresponsive	unresponsive
YDR401W		unresponsive	unresponsive
YDR402C	DIT2	unresponsive	unresponsive
YDR403W	DIT1	unresponsive	unresponsive
YDR404C	RPB7	unresponsive	unresponsive
YDR405W	MRP20	unresponsive	unresponsive
YDR406W	PDR15	upregulated	upregulated_Hog1_independent
YDR406W-A		upregulated	upregulated_Hog1_independent
YDR407C	TRS120	unresponsive	unresponsive
YDR408C	ADE8	unresponsive	unresponsive
YDR409W	SIZ1	unresponsive	unresponsive
YDR410C	STE14	unresponsive	unresponsive
YDR411C	DFM1	unresponsive	unresponsive
YDR412W	RRP17	downregulated	downregulated_Hog1_independent
YDR413C		unresponsive	unresponsive
YDR414C	ERD1	unresponsive	unresponsive
YDR415C		unresponsive	unresponsive
YDR416W	SYF1	unresponsive	unresponsive
YDR417C		unresponsive	unresponsive
YDR418W	RPL12B	downregulated	downregulated_Hog1_independent
YDR419W	RAD30	unresponsive	unresponsive
YDR420W	HKR1	unresponsive	unresponsive
YDR421W	ARO80	unresponsive	unresponsive
YDR422C	SIP1	unresponsive	unresponsive
YDR423C	CAD1	unresponsive	unresponsive
YDR424C	DYN2	unresponsive	unresponsive
YDR425W	SNX41	unresponsive	unresponsive
YDR426C		unresponsive	unresponsive
YDR427W	RPN9	unresponsive	unresponsive
YDR428C	BNA7	unresponsive	unresponsive
YDR429C	TIF35	downregulated	downregulated_Hog1_independent
YDR430C	CYM1	unresponsive	unresponsive
YDR431W		unresponsive	unresponsive
YDR432W	NPL3	unresponsive	unresponsive
YDR433W		unresponsive	unresponsive
YDR434W	GPI17	unresponsive	unresponsive
YDR435C	PPM1	upregulated	upregulated_Hog1_independent
YDR436W	PPZ2	upregulated	upregulated_Hog1_independent
YDR437W	GPI19	unresponsive	unresponsive
YDR438W	THI74	unresponsive	unresponsive
YDR439W	LRS4	unresponsive	unresponsive
YDR440W	DOT1	unresponsive	unresponsive
YDR441C	APT2	downregulated	downregulated_Hog1_independent
YDR442W		unresponsive	unresponsive
YDR443C	SSN2	unresponsive	unresponsive
YDR444W		unresponsive	unresponsive
YDR445C		unresponsive	unresponsive
YDR446W	ECM11	unresponsive	unresponsive
YDR447C	RPS17B	downregulated	downregulated_Hog1_independent
YDR448W	ADA2	unresponsive	unresponsive
YDR449C	UTP6	downregulated	downregulated_Hog1_dependent
YDR450W	RPS18A	unresponsive	unresponsive
YDR451C	YHP1	unresponsive	unresponsive
YDR452W	PPN1	unresponsive	unresponsive
YDR453C	TSA2	upregulated	upregulated_Hog1_independent
YDR454C	GUK1	unresponsive	unresponsive
YDR455C		unresponsive	unresponsive
YDR456W	NHX1	unresponsive	unresponsive
YDR457W	TOM1	unresponsive	unresponsive
YDR458C	HEH2	unresponsive	unresponsive
YDR459C	PFA5	unresponsive	unresponsive
YDR460W	TFB3	unresponsive	unresponsive
YDR461C-A		upregulated	upregulated_Hog1_independent
YDR461W	MFA1	unresponsive	unresponsive
YDR462W	MRPL28	unresponsive	unresponsive
YDR463W	STP1	unresponsive	unresponsive
YDR464C-A		unresponsive	unresponsive
YDR464W	SPP41	unresponsive	unresponsive
YDR465C	RMT2	downregulated	downregulated_Hog1_independent
YDR466W	PKH3	unresponsive	unresponsive
YDR467C		unresponsive	unresponsive
YDR468C	TLG1	unresponsive	unresponsive
YDR469W	SDC1	downregulated	downregulated_Hog1_independent
YDR470C	UGO1	unresponsive	unresponsive
YDR471W	RPL27B	downregulated	downregulated_Hog1_independent
YDR472W	TRS31	unresponsive	unresponsive
YDR473C	PRP3	unresponsive	unresponsive
YDR475C	JIP4	upregulated	upregulated_Hog1_independent
YDR476C		unresponsive	unresponsive
YDR477W	SNF1	unresponsive	unresponsive
YDR478W	SNM1	downregulated	downregulated_Hog1_independent
YDR479C	PEX29	upregulated	upregulated_Hog1_independent
YDR480W	DIG2	unresponsive	unresponsive
YDR481C	PHO8	unresponsive	unresponsive
YDR482C	CWC21	unresponsive	unresponsive
YDR483W	KRE2	unresponsive	unresponsive
YDR484W	VPS52	unresponsive	unresponsive
YDR485C	VPS72	unresponsive	unresponsive
YDR486C	VPS60	unresponsive	unresponsive
YDR487C	RIB3	unresponsive	unresponsive
YDR488C	PAC11	unresponsive	unresponsive
YDR489W	SLD5	unresponsive	unresponsive
YDR490C	PKH1	upregulated	upregulated_Hog1_independent
YDR491C		unresponsive	unresponsive
YDR492W	IZH1	downregulated	downregulated_Hog1_dependent
YDR493W	MZM1	unresponsive	unresponsive
YDR494W	RSM28	unresponsive	unresponsive
YDR495C	VPS3	unresponsive	unresponsive
YDR496C	PUF6	downregulated	downregulated_Hog1_independent
YDR497C	ITR1	unresponsive	unresponsive
YDR498C	SEC20	unresponsive	unresponsive
YDR499W	LCD1	unresponsive	unresponsive
YDR500C	RPL37B	unresponsive	unresponsive
YDR501W	PLM2	unresponsive	unresponsive
YDR502C	SAM2	unresponsive	unresponsive
YDR503C	LPP1	unresponsive	unresponsive
YDR504C	SPG3	unresponsive	unresponsive
YDR505C	PSP1	unresponsive	unresponsive
YDR506C	GMC1	unresponsive	unresponsive
YDR507C	GIN4	unresponsive	unresponsive
YDR508C	GNP1	unresponsive	unresponsive
YDR509W		unresponsive	unresponsive
YDR510C-A		unresponsive	unresponsive
YDR510W	SMT3	unresponsive	unresponsive
YDR511W	SDH7	unresponsive	unresponsive
YDR512C	EMI1	unresponsive	unresponsive
YDR513W	GRX2	upregulated	upregulated_Hog1_independent
YDR514C		downregulated	downregulated_Hog1_independent
YDR515W	SLF1	unresponsive	unresponsive
YDR516C	EMI2	upregulated	upregulated_Hog1_independent
YDR517W	GRH1	unresponsive	unresponsive
YDR518W	EUG1	unresponsive	unresponsive
YDR519W	FPR2	unresponsive	unresponsive
YDR520C	URC2	unresponsive	unresponsive
YDR521W		unresponsive	unresponsive
YDR522C	SPS2	unresponsive	unresponsive
YDR523C	SPS1	unresponsive	unresponsive
YDR524C	AGE1	unresponsive	unresponsive
YDR524C-A		unresponsive	unresponsive
YDR524C-B		downregulated	downregulated_Hog1_independent
YDR524W-C		downregulated	downregulated_Hog1_independent
YDR525W	API2	unresponsive	unresponsive
YDR525W-A	SNA2	unresponsive	unresponsive
YDR526C		unresponsive	unresponsive
YDR527W	RBA50	unresponsive	unresponsive
YDR528W	HLR1	downregulated	downregulated_Hog1_independent
YDR529C	QCR7	unresponsive	unresponsive
YDR530C	APA2	upregulated	upregulated_Hog1_independent
YDR531W	CAB1	unresponsive	unresponsive
YDR532C	KRE28	unresponsive	unresponsive
YDR533C	HSP31	upregulated	upregulated_Hog1_independent
YDR534C	FIT1	upregulated	upregulated_Hog1_dependent
YDR535C		upregulated	upregulated_Hog1_dependent
YDR536W	STL1	upregulated	upregulated_Hog1_dependent
YDR537C		unresponsive	unresponsive
YDR538W	PAD1	unresponsive	unresponsive
YDR539W	FDC1	unresponsive	unresponsive
YDR540C	IRC4	unresponsive	unresponsive
YDR541C		unresponsive	unresponsive
YDR542W	PAU10	unresponsive	unresponsive
YDR545W	YRF1-1	unresponsive	unresponsive
YEL001C	IRC22	unresponsive	unresponsive
YEL002C	WBP1	unresponsive	unresponsive
YEL003W	GIM4	unresponsive	unresponsive
YEL004W	YEA4	unresponsive	unresponsive
YEL005C	VAB2	upregulated	upregulated_Hog1_independent
YEL006W	YEA6	unresponsive	unresponsive
YEL007W	MIT1	unresponsive	unresponsive
YEL008C-A		unresponsive	unresponsive
YEL008W		unresponsive	unresponsive
YEL009C	GCN4	downregulated	downregulated_Hog1_independent
YEL009C-A		unresponsive	unresponsive
YEL010W		unresponsive	unresponsive
YEL011W	GLC3	upregulated	upregulated_Hog1_dependent
YEL012W	UBC8	upregulated	upregulated_Hog1_independent
YEL013W	VAC8	unresponsive	unresponsive
YEL014C		unresponsive	unresponsive
YEL015W	EDC3	unresponsive	unresponsive
YEL016C	NPP2	unresponsive	unresponsive
YEL017C-A	PMP2	downregulated	downregulated_Hog1_independent
YEL017W	GTT3	unresponsive	unresponsive
YEL018C-A		unresponsive	unresponsive
YEL018W	EAF5	unresponsive	unresponsive
YEL019C	MMS21	unresponsive	unresponsive
YEL020C		upregulated	upregulated_Hog1_independent
YEL020C-B		unresponsive	unresponsive
YEL020W-A	TIM9	unresponsive	unresponsive
YEL021W	URA3	unresponsive	unresponsive
YEL022W	GEA2	unresponsive	unresponsive
YEL023C		unresponsive	unresponsive
YEL024W	RIP1	upregulated	upregulated_Hog1_independent
YEL025C		unresponsive	unresponsive
YEL026W	SNU13	downregulated	downregulated_Hog1_independent
YEL027W	VMA3	unresponsive	unresponsive
YEL028W		unresponsive	unresponsive
YEL029C	BUD16	unresponsive	unresponsive
YEL030C-A		unresponsive	unresponsive
YEL030W	ECM10	unresponsive	unresponsive
YEL031W	SPF1	unresponsive	unresponsive
YEL032C-A		unresponsive	unresponsive
YEL032W	MCM3	unresponsive	unresponsive
YEL033W	MTC7	unresponsive	unresponsive
YEL034C-A		unresponsive	unresponsive
YEL034W	HYP2	unresponsive	unresponsive
YEL035C	UTR5	unresponsive	unresponsive
YEL036C	ANP1	unresponsive	unresponsive
YEL037C	RAD23	unresponsive	unresponsive
YEL038W	UTR4	unresponsive	unresponsive
YEL039C	CYC7	upregulated	upregulated_Hog1_independent
YEL040W	UTR2	downregulated	downregulated_Hog1_dependent
YEL041W	YEF1	unresponsive	unresponsive
YEL042W	GDA1	downregulated	downregulated_Hog1_independent
YEL043W		unresponsive	unresponsive
YEL044W	IES6	unresponsive	unresponsive
YEL045C		unresponsive	unresponsive
YEL046C	GLY1	downregulated	downregulated_Hog1_independent
YEL047C	FRD1	unresponsive	unresponsive
YEL048C	TCA17	downregulated	downregulated_Hog1_independent
YEL049W	PAU2	unresponsive	unresponsive
YEL050C	RML2	unresponsive	unresponsive
YEL050W-A		unresponsive	unresponsive
YEL051W	VMA8	unresponsive	unresponsive
YEL052W	AFG1	unresponsive	unresponsive
YEL053C	MAK10	unresponsive	unresponsive
YEL053W-A		unresponsive	unresponsive
YEL054C	RPL12A	downregulated	downregulated_Hog1_independent
YEL055C	POL5	downregulated	downregulated_Hog1_independent
YEL056W	HAT2	unresponsive	unresponsive
YEL057C		unresponsive	unresponsive
YEL058W	PCM1	unresponsive	unresponsive
YEL059C-A	SOM1	unresponsive	unresponsive
YEL059W	HHY1	unresponsive	unresponsive
YEL060C	PRB1	upregulated	upregulated_Hog1_independent
YEL061C	CIN8	unresponsive	unresponsive
YEL062W	NPR2	unresponsive	unresponsive
YEL063C	CAN1	unresponsive	unresponsive
YEL064C	AVT2	unresponsive	unresponsive
YEL065W	SIT1	unresponsive	unresponsive
YEL066W	HPA3	unresponsive	unresponsive
YEL067C		unresponsive	unresponsive
YEL068C		unresponsive	unresponsive
YEL069C	HXT13	unresponsive	unresponsive
YEL070W	DSF1	unresponsive	unresponsive
YEL071W	DLD3	unresponsive	unresponsive
YEL072W	RMD6	unresponsive	unresponsive
YEL073C		upregulated	upregulated_Hog1_independent
YEL074W		unresponsive	unresponsive
YEL075W-A		unresponsive	unresponsive
YEL077C		unresponsive	unresponsive
YEL077W-A		unresponsive	unresponsive
YER001W	MNN1	downregulated	downregulated_Hog1_dependent
YER002W	NOP16	downregulated	downregulated_Hog1_independent
YER003C	PMI40	unresponsive	unresponsive
YER004W	FMP52	unresponsive	unresponsive
YER005W	YND1	unresponsive	unresponsive
YER006C-A		unresponsive	unresponsive
YER006W	NUG1	downregulated	downregulated_Hog1_independent
YER007C-A	TMA20	unresponsive	unresponsive
YER007W	PAC2	unresponsive	unresponsive
YER008C	SEC3	unresponsive	unresponsive
YER009W	NTF2	unresponsive	unresponsive
YER010C		unresponsive	unresponsive
YER011W	TIR1	unresponsive	unresponsive
YER012W	PRE1	unresponsive	unresponsive
YER013W	PRP22	unresponsive	unresponsive
YER014C-A	BUD25	unresponsive	unresponsive
YER014W	HEM14	unresponsive	unresponsive
YER015W	FAA2	unresponsive	unresponsive
YER016W	BIM1	unresponsive	unresponsive
YER017C	AFG3	unresponsive	unresponsive
YER018C	SPC25	unresponsive	unresponsive
YER019C-A	SBH2	unresponsive	unresponsive
YER019W	ISC1	unresponsive	unresponsive
YER020W	GPA2	upregulated	upregulated_Hog1_independent
YER021W	RPN3	unresponsive	unresponsive
YER022W	SRB4	unresponsive	unresponsive
YER023C-A		unresponsive	unresponsive
YER023W	PRO3	unresponsive	unresponsive
YER024W	YAT2	unresponsive	unresponsive
YER025W	GCD11	downregulated	downregulated_Hog1_independent
YER026C	CHO1	unresponsive	unresponsive
YER027C	GAL83	unresponsive	unresponsive
YER028C	MIG3	unresponsive	unresponsive
YER029C	SMB1	unresponsive	unresponsive
YER030W	CHZ1	unresponsive	unresponsive
YER031C	YPT31	unresponsive	unresponsive
YER032W	FIR1	unresponsive	unresponsive
YER033C	ZRG8	unresponsive	unresponsive
YER034W		unresponsive	unresponsive
YER035W	EDC2	upregulated	upregulated_Hog1_independent
YER036C	ARB1	unresponsive	unresponsive
YER037W	PHM8	upregulated	upregulated_Hog1_independent
YER038C	KRE29	unresponsive	unresponsive
YER038W-A		unresponsive	unresponsive
YER039C	HVG1	upregulated	upregulated_Hog1_independent
YER039C-A		upregulated	upregulated_Hog1_independent
YER040W	GLN3	unresponsive	unresponsive
YER041W	YEN1	unresponsive	unresponsive
YER042W	MXR1	unresponsive	unresponsive
YER043C	SAH1	downregulated	downregulated_Hog1_independent
YER044C	ERG28	unresponsive	unresponsive
YER044C-A	MEI4	unresponsive	unresponsive
YER045C	ACA1	unresponsive	unresponsive
YER046W	SPO73	unresponsive	unresponsive
YER046W-A		unresponsive	unresponsive
YER047C	SAP1	unresponsive	unresponsive
YER048C	CAJ1	unresponsive	unresponsive
YER048W-A	ISD11	unresponsive	unresponsive
YER049W	TPA1	downregulated	downregulated_Hog1_independent
YER050C	RSM18	unresponsive	unresponsive
YER051W	JHD1	unresponsive	unresponsive
YER052C	HOM3	unresponsive	unresponsive
YER053C	PIC2	upregulated	upregulated_Hog1_dependent
YER053C-A		upregulated	upregulated_Hog1_dependent
YER054C	GIP2	upregulated	upregulated_Hog1_dependent
YER055C	HIS1	downregulated	downregulated_Hog1_independent
YER056C	FCY2	downregulated	downregulated_Hog1_independent
YER056C-A	RPL34A	downregulated	downregulated_Hog1_independent
YER057C	HMF1	unresponsive	unresponsive
YER058W	PET117	unresponsive	unresponsive
YER059W	PCL6	unresponsive	unresponsive
YER060W	FCY21	unresponsive	unresponsive
YER060W-A	FCY22	unresponsive	unresponsive
YER061C	CEM1	unresponsive	unresponsive
YER062C	GPP2	upregulated	upregulated_Hog1_dependent
YER063W	THO1	unresponsive	unresponsive
YER064C	VHR2	unresponsive	unresponsive
YER065C	ICL1	upregulated	upregulated_Hog1_independent
YER066C-A		upregulated	upregulated_Hog1_independent
YER066W	RRT13	upregulated	upregulated_Hog1_independent
YER067C-A		upregulated	upregulated_Hog1_independent
YER067W	RGI1	upregulated	upregulated_Hog1_dependent
YER068C-A		unresponsive	unresponsive
YER068W	MOT2	unresponsive	unresponsive
YER069W	ARG5,6	unresponsive	unresponsive
YER070W	RNR1	downregulated	downregulated_Hog1_dependent
YER071C	TDA2	unresponsive	unresponsive
YER072W	VTC1	unresponsive	unresponsive
YER073W	ALD5	downregulated	downregulated_Hog1_independent
YER074W	RPS24A	unresponsive	unresponsive
YER074W-A	YOS1	unresponsive	unresponsive
YER075C	PTP3	unresponsive	unresponsive
YER076C		unresponsive	unresponsive
YER076W-A		unresponsive	unresponsive
YER077C		unresponsive	unresponsive
YER078C	ICP55	unresponsive	unresponsive
YER078W-A		unresponsive	unresponsive
YER079C-A		unresponsive	unresponsive
YER079W		upregulated	upregulated_Hog1_independent
YER080W	AIM9	unresponsive	unresponsive
YER081W	SER3	unresponsive	unresponsive
YER082C	UTP7	downregulated	downregulated_Hog1_independent
YER083C	GET2	unresponsive	unresponsive
YER084W		unresponsive	unresponsive
YER084W-A		unresponsive	unresponsive
YER085C		unresponsive	unresponsive
YER086W	ILV1	downregulated	downregulated_Hog1_independent
YER087C-A		unresponsive	unresponsive
YER087C-B	SBH1	unresponsive	unresponsive
YER087W	AIM10	unresponsive	unresponsive
YER088C	DOT6	unresponsive	unresponsive
YER088C-A		unresponsive	unresponsive
YER088W-B		unresponsive	unresponsive
YER089C	PTC2	unresponsive	unresponsive
YER090C-A		unresponsive	unresponsive
YER090W	TRP2	unresponsive	unresponsive
YER091C	MET6	downregulated	downregulated_Hog1_independent
YER091C-A		unresponsive	unresponsive
YER092W	IES5	unresponsive	unresponsive
YER093C	TSC11	unresponsive	unresponsive
YER093C-A	AIM11	unresponsive	unresponsive
YER094C	PUP3	unresponsive	unresponsive
YER095W	RAD51	unresponsive	unresponsive
YER096W	SHC1	upregulated	upregulated_Hog1_independent
YER097W		unresponsive	unresponsive
YER098W	UBP9	unresponsive	unresponsive
YER099C	PRS2	unresponsive	unresponsive
YER100W	UBC6	unresponsive	unresponsive
YER101C	AST2	unresponsive	unresponsive
YER102W	RPS8B	downregulated	downregulated_Hog1_independent
YER103W	SSA4	upregulated	upregulated_Hog1_dependent
YER104W	RTT105	unresponsive	unresponsive
YER105C	NUP157	unresponsive	unresponsive
YER106W	MAM1	unresponsive	unresponsive
YER107C	GLE2	unresponsive	unresponsive
YER107W-A		unresponsive	unresponsive
YER109C	FLO8	unresponsive	unresponsive
YER110C	KAP123	downregulated	downregulated_Hog1_independent
YER111C	SWI4	unresponsive	unresponsive
YER112W	LSM4	unresponsive	unresponsive
YER113C	TMN3	unresponsive	unresponsive
YER114C	BOI2	unresponsive	unresponsive
YER115C	SPR6	unresponsive	unresponsive
YER116C	SLX8	unresponsive	unresponsive
YER117W	RPL23B	downregulated	downregulated_Hog1_independent
YER118C	SHO1	downregulated	downregulated_Hog1_independent
YER119C	AVT6	unresponsive	unresponsive
YER119C-A		unresponsive	unresponsive
YER120W	SCS2	unresponsive	unresponsive
YER121W		upregulated	upregulated_Hog1_independent
YER122C	GLO3	unresponsive	unresponsive
YER123W	YCK3	unresponsive	unresponsive
YER124C	DSE1	unresponsive	unresponsive
YER125W	RSP5	unresponsive	unresponsive
YER126C	NSA2	downregulated	downregulated_Hog1_independent
YER127W	LCP5	downregulated	downregulated_Hog1_independent
YER128W	VFA1	unresponsive	unresponsive
YER129W	SAK1	unresponsive	unresponsive
YER130C	COM2	unresponsive	unresponsive
YER131W	RPS26B	downregulated	downregulated_Hog1_independent
YER132C	PMD1	unresponsive	unresponsive
YER133W	GLC7	unresponsive	unresponsive
YER133W-A		unresponsive	unresponsive
YER134C		unresponsive	unresponsive
YER135C		unresponsive	unresponsive
YER136W	GDI1	unresponsive	unresponsive
YER137C		unresponsive	unresponsive
YER137W-A		unresponsive	unresponsive
YER138C		unresponsive	unresponsive
YER138W-A		unresponsive	unresponsive
YER139C	RTR1	unresponsive	unresponsive
YER140W	EMP65	unresponsive	unresponsive
YER141W	COX15	unresponsive	unresponsive
YER142C	MAG1	unresponsive	unresponsive
YER143W	DDI1	unresponsive	unresponsive
YER144C	UBP5	unresponsive	unresponsive
YER145C	FTR1	downregulated	downregulated_Hog1_dependent
YER145C-A		unresponsive	unresponsive
YER146W	LSM5	unresponsive	unresponsive
YER147C	SCC4	unresponsive	unresponsive
YER147C-A		unresponsive	unresponsive
YER148W	SPT15	unresponsive	unresponsive
YER148W-A		unresponsive	unresponsive
YER149C	PEA2	unresponsive	unresponsive
YER150W	SPI1	upregulated	upregulated_Hog1_dependent
YER151C	UBP3	unresponsive	unresponsive
YER152C		unresponsive	unresponsive
YER152W-A		unresponsive	unresponsive
YER153C	PET122	unresponsive	unresponsive
YER154W	OXA1	unresponsive	unresponsive
YER155C	BEM2	unresponsive	unresponsive
YER156C		downregulated	downregulated_Hog1_independent
YER157W	COG3	unresponsive	unresponsive
YER158C		unresponsive	unresponsive
YER158W-A		unresponsive	unresponsive
YER159C	BUR6	unresponsive	unresponsive
YER161C	SPT2	unresponsive	unresponsive
YER162C	RAD4	unresponsive	unresponsive
YER163C	GCG1	unresponsive	unresponsive
YER164W	CHD1	unresponsive	unresponsive
YER165C-A		unresponsive	unresponsive
YER165W	PAB1	unresponsive	unresponsive
YER166W	DNF1	unresponsive	unresponsive
YER167W	BCK2	unresponsive	unresponsive
YER168C	CCA1	unresponsive	unresponsive
YER169W	RPH1	unresponsive	unresponsive
YER170W	ADK2	unresponsive	unresponsive
YER171W	RAD3	unresponsive	unresponsive
YER172C	BRR2	unresponsive	unresponsive
YER172C-A		unresponsive	unresponsive
YER173W	RAD24	unresponsive	unresponsive
YER174C	GRX4	unresponsive	unresponsive
YER175C	TMT1	upregulated	upregulated_Hog1_independent
YER175W-A		unresponsive	unresponsive
YER176W	ECM32	unresponsive	unresponsive
YER177W	BMH1	unresponsive	unresponsive
YER178W	PDA1	unresponsive	unresponsive
YER179W	DMC1	unresponsive	unresponsive
YER180C	ISC10	unresponsive	unresponsive
YER180C-A	SLO1	unresponsive	unresponsive
YER181C		upregulated	upregulated_Hog1_independent
YER182W	FMP10	upregulated	upregulated_Hog1_independent
YER183C	FAU1	unresponsive	unresponsive
YER184C	TOG1	unresponsive	unresponsive
YER185W	PUG1	unresponsive	unresponsive
YER186C		unresponsive	unresponsive
YER187W		unresponsive	unresponsive
YER188C-A		unresponsive	unresponsive
YER188W		upregulated	upregulated_Hog1_independent
YER189W		unresponsive	unresponsive
YER190W	YRF1-2	unresponsive	unresponsive
YFL001W	DEG1	downregulated	downregulated_Hog1_independent
YFL002C	SPB4	downregulated	downregulated_Hog1_independent
YFL003C	MSH4	unresponsive	unresponsive
YFL004W	VTC2	unresponsive	unresponsive
YFL005W	SEC4	unresponsive	unresponsive
YFL007W	BLM10	unresponsive	unresponsive
YFL008W	SMC1	unresponsive	unresponsive
YFL009W	CDC4	unresponsive	unresponsive
YFL010C	WWM1	unresponsive	unresponsive
YFL010W-A	AUA1	unresponsive	unresponsive
YFL011W	HXT10	unresponsive	unresponsive
YFL012W		unresponsive	unresponsive
YFL012W-A		unresponsive	unresponsive
YFL013C	IES1	unresponsive	unresponsive
YFL013W-A		unresponsive	unresponsive
