ensembl_gene_id	external_gene_name	salt	hog1DepSaltExt
YBR173C	UMP1	unresponsive	unresponsive
YBR174C		unresponsive	unresponsive
YBR175W	SWD3	unresponsive	unresponsive
YBR176W	ECM31	unresponsive	unresponsive
YBR177C	EHT1	upregulated	upregulated_Hog1_independent
YBR178W		unresponsive	unresponsive
YBR179C	FZO1	unresponsive	unresponsive
YBR180W	DTR1	unresponsive	unresponsive
YBR181C	RPS6B	downregulated	downregulated_Hog1_independent
YBR182C	SMP1	unresponsive	unresponsive
YBR182C-A		upregulated	upregulated_Hog1_independent
YBR183W	YPC1	upregulated	upregulated_Hog1_independent
YBR184W		unresponsive	unresponsive
YBR185C	MBA1	unresponsive	unresponsive
YBR186W	PCH2	unresponsive	unresponsive
YBR187W	GDT1	unresponsive	unresponsive
YBR188C	NTC20	unresponsive	unresponsive
YBR189W	RPS9B	unresponsive	unresponsive
YBR190W		unresponsive	unresponsive
YBR191W	RPL21A	downregulated	downregulated_Hog1_independent
YBR191W-A		unresponsive	unresponsive
YBR192W	RIM2	unresponsive	unresponsive
YBR193C	MED8	unresponsive	unresponsive
YBR194W	AIM4	unresponsive	unresponsive
YBR195C	MSI1	unresponsive	unresponsive
YBR196C	PGI1	unresponsive	unresponsive
YBR196C-A		unresponsive	unresponsive
YBR196C-B		unresponsive	unresponsive
YBR197C		unresponsive	unresponsive
YBR198C	TAF5	unresponsive	unresponsive
YBR199W	KTR4	unresponsive	unresponsive
YBR200W	BEM1	unresponsive	unresponsive
YBR201C-A		unresponsive	unresponsive
YBR201W	DER1	unresponsive	unresponsive
YBR202W	MCM7	downregulated	downregulated_Hog1_independent
YBR203W	COS111	unresponsive	unresponsive
YBR204C	LDH1	unresponsive	unresponsive
YBR205W	KTR3	unresponsive	unresponsive
YBR206W		unresponsive	unresponsive
YBR207W	FTH1	unresponsive	unresponsive
YBR208C	DUR1,2	unresponsive	unresponsive
YBR209W		unresponsive	unresponsive
YBR210W	ERV15	unresponsive	unresponsive
YBR211C	AME1	unresponsive	unresponsive
YBR212W	NGR1	upregulated	upregulated_Hog1_independent
YBR213W	MET8	downregulated	downregulated_Hog1_independent
YBR214W	SDS24	upregulated	upregulated_Hog1_independent
YBR215W	HPC2	unresponsive	unresponsive
YBR216C	YBP1	unresponsive	unresponsive
YBR217W	ATG12	unresponsive	unresponsive
YBR218C	PYC2	unresponsive	unresponsive
YBR219C		unresponsive	unresponsive
YBR220C		unresponsive	unresponsive
YBR221C	PDB1	unresponsive	unresponsive
YBR221W-A		upregulated	upregulated_Hog1_independent
YBR222C	PCS60	unresponsive	unresponsive
YBR223C	TDP1	unresponsive	unresponsive
YBR223W-A		unresponsive	unresponsive
YBR224W		unresponsive	unresponsive
YBR225W		upregulated	upregulated_Hog1_independent
YBR226C		unresponsive	unresponsive
YBR227C	MCX1	unresponsive	unresponsive
YBR228W	SLX1	unresponsive	unresponsive
YBR229C	ROT2	unresponsive	unresponsive
YBR230C	OM14	upregulated	upregulated_Hog1_dependent
YBR230W-A		unresponsive	unresponsive
YBR231C	SWC5	unresponsive	unresponsive
YBR232C		unresponsive	unresponsive
YBR233W	PBP2	unresponsive	unresponsive
YBR233W-A	DAD3	downregulated	downregulated_Hog1_independent
YBR234C	ARC40	unresponsive	unresponsive
YBR235W	VHC1	unresponsive	unresponsive
YBR236C	ABD1	unresponsive	unresponsive
YBR237W	PRP5	unresponsive	unresponsive
YBR238C		downregulated	downregulated_Hog1_dependent
YBR239C	ERT1	unresponsive	unresponsive
YBR240C	THI2	unresponsive	unresponsive
YBR241C		upregulated	upregulated_Hog1_independent
YBR242W		downregulated	downregulated_Hog1_independent
YBR243C	ALG7	unresponsive	unresponsive
YBR244W	GPX2	unresponsive	unresponsive
YBR245C	ISW1	unresponsive	unresponsive
YBR246W	RRT2	unresponsive	unresponsive
YBR247C	ENP1	downregulated	downregulated_Hog1_dependent
YBR248C	HIS7	downregulated	downregulated_Hog1_independent
YBR249C	ARO4	unresponsive	unresponsive
YBR250W	SPO23	unresponsive	unresponsive
YBR251W	MRPS5	unresponsive	unresponsive
YBR252W	DUT1	downregulated	downregulated_Hog1_independent
YBR253W	SRB6	unresponsive	unresponsive
YBR254C	TRS20	unresponsive	unresponsive
YBR255C-A		unresponsive	unresponsive
YBR255W	MTC4	unresponsive	unresponsive
YBR256C	RIB5	unresponsive	unresponsive
YBR257W	POP4	unresponsive	unresponsive
YBR258C	SHG1	unresponsive	unresponsive
YBR259W		unresponsive	unresponsive
YBR260C	RGD1	unresponsive	unresponsive
YBR261C	TAE1	unresponsive	unresponsive
YBR262C	MIC12	unresponsive	unresponsive
YBR263W	SHM1	unresponsive	unresponsive
YBR264C	YPT10	unresponsive	unresponsive
YBR265W	TSC10	unresponsive	unresponsive
YBR266C	SLM6	unresponsive	unresponsive
YBR267W	REI1	downregulated	downregulated_Hog1_dependent
YBR268W	MRPL37	unresponsive	unresponsive
YBR269C	SDH8	unresponsive	unresponsive
YBR270C	BIT2	unresponsive	unresponsive
YBR271W	EFM2	downregulated	downregulated_Hog1_independent
YBR272C	HSM3	unresponsive	unresponsive
YBR273C	UBX7	unresponsive	unresponsive
YBR274W	CHK1	unresponsive	unresponsive
YBR275C	RIF1	downregulated	downregulated_Hog1_independent
YBR276C	PPS1	unresponsive	unresponsive
YBR277C		unresponsive	unresponsive
YBR278W	DPB3	unresponsive	unresponsive
YBR279W	PAF1	unresponsive	unresponsive
YBR280C	SAF1	upregulated	upregulated_Hog1_dependent
YBR281C	DUG2	unresponsive	unresponsive
YBR282W	MRPL27	unresponsive	unresponsive
YBR283C	SSH1	unresponsive	unresponsive
YBR284W		upregulated	upregulated_Hog1_independent
YBR285W		upregulated	upregulated_Hog1_independent
YBR286W	APE3	unresponsive	unresponsive
YBR287W		upregulated	upregulated_Hog1_independent
YBR288C	APM3	unresponsive	unresponsive
YBR289W	SNF5	unresponsive	unresponsive
YBR290W	BSD2	unresponsive	unresponsive
YBR291C	CTP1	unresponsive	unresponsive
YBR292C		unresponsive	unresponsive
YBR293W	VBA2	unresponsive	unresponsive
YBR294W	SUL1	unresponsive	unresponsive
YBR295W	PCA1	unresponsive	unresponsive
YBR296C	PHO89	unresponsive	unresponsive
YBR297W	MAL33	unresponsive	unresponsive
YBR298C	MAL31	upregulated	upregulated_Hog1_independent
YBR298C-A		upregulated	upregulated_Hog1_independent
YBR299W	MAL32	unresponsive	unresponsive
YBR300C		unresponsive	unresponsive
YBR301W	PAU24	unresponsive	unresponsive
YBR302C	COS2	unresponsive	unresponsive
YCL001W	RER1	unresponsive	unresponsive
YCL001W-A		unresponsive	unresponsive
YCL001W-B		unresponsive	unresponsive
YCL002C		unresponsive	unresponsive
YCL004W	PGS1	unresponsive	unresponsive
YCL005W	LDB16	unresponsive	unresponsive
YCL005W-A	VMA9	unresponsive	unresponsive
YCL007C		unresponsive	unresponsive
YCL008C	STP22	unresponsive	unresponsive
YCL009C	ILV6	unresponsive	unresponsive
YCL010C	SGF29	unresponsive	unresponsive
YCL011C	GBP2	unresponsive	unresponsive
YCL012C		unresponsive	unresponsive
YCL014W	BUD3	unresponsive	unresponsive
YCL016C	DCC1	unresponsive	unresponsive
YCL017C	NFS1	unresponsive	unresponsive
YCL018W	LEU2	unresponsive	unresponsive
YCL019W		unresponsive	unresponsive
YCL021W-A		unresponsive	unresponsive
YCL022C		unresponsive	unresponsive
YCL023C		unresponsive	unresponsive
YCL024W	KCC4	downregulated	downregulated_Hog1_independent
YCL025C	AGP1	unresponsive	unresponsive
YCL026C-A	FRM2	unresponsive	unresponsive
YCL026C-B	HBN1	unresponsive	unresponsive
YCL027W	FUS1	unresponsive	unresponsive
YCL028W	RNQ1	unresponsive	unresponsive
YCL029C	BIK1	unresponsive	unresponsive
YCL030C	HIS4	downregulated	downregulated_Hog1_independent
YCL031C	RRP7	unresponsive	unresponsive
YCL032W	STE50	unresponsive	unresponsive
YCL033C	MXR2	unresponsive	unresponsive
YCL034W	LSB5	unresponsive	unresponsive
YCL035C	GRX1	upregulated	upregulated_Hog1_independent
YCL036W	GFD2	downregulated	downregulated_Hog1_dependent
YCL037C	SRO9	downregulated	downregulated_Hog1_independent
YCL038C	ATG22	unresponsive	unresponsive
YCL039W	GID7	upregulated	upregulated_Hog1_independent
YCL040W	GLK1	upregulated	upregulated_Hog1_independent
YCL041C		upregulated	upregulated_Hog1_independent
YCL042W		upregulated	upregulated_Hog1_independent
YCL043C	PDI1	unresponsive	unresponsive
YCL044C	MGR1	unresponsive	unresponsive
YCL045C	EMC1	unresponsive	unresponsive
YCL046W		upregulated	upregulated_Hog1_dependent
YCL047C	POF1	unresponsive	unresponsive
YCL048W	SPS22	unresponsive	unresponsive
YCL048W-A		upregulated	upregulated_Hog1_independent
YCL049C		unresponsive	unresponsive
YCL050C	APA1	unresponsive	unresponsive
YCL051W	LRE1	unresponsive	unresponsive
YCL052C	PBN1	unresponsive	unresponsive
YCL054W	SPB1	downregulated	downregulated_Hog1_dependent
YCL055W	KAR4	unresponsive	unresponsive
YCL056C	PEX34	unresponsive	unresponsive
YCL057C-A	MIC10	unresponsive	unresponsive
YCL057W	PRD1	unresponsive	unresponsive
YCL058C	FYV5	unresponsive	unresponsive
YCL058W-A	ADF1	downregulated	downregulated_Hog1_independent
YCL059C	KRR1	downregulated	downregulated_Hog1_independent
YCL061C	MRC1	unresponsive	unresponsive
YCL063W	VAC17	unresponsive	unresponsive
YCL064C	CHA1	unresponsive	unresponsive
YCL074W		unresponsive	unresponsive
YCL075W		unresponsive	unresponsive
YCL076W		unresponsive	unresponsive
YCR001W		unresponsive	unresponsive
YCR002C	CDC10	unresponsive	unresponsive
YCR003W	MRPL32	unresponsive	unresponsive
YCR004C	YCP4	unresponsive	unresponsive
YCR005C	CIT2	unresponsive	unresponsive
YCR006C		unresponsive	unresponsive
YCR007C		unresponsive	unresponsive
YCR008W	SAT4	unresponsive	unresponsive
YCR009C	RVS161	unresponsive	unresponsive
YCR010C	ADY2	upregulated	upregulated_Hog1_independent
YCR011C	ADP1	unresponsive	unresponsive
YCR012W	PGK1	unresponsive	unresponsive
YCR013C		unresponsive	unresponsive
YCR014C	POL4	unresponsive	unresponsive
YCR015C		unresponsive	unresponsive
YCR016W		downregulated	downregulated_Hog1_independent
YCR017C	CWH43	unresponsive	unresponsive
YCR018C	SRD1	unresponsive	unresponsive
YCR018C-A		unresponsive	unresponsive
YCR019W	MAK32	unresponsive	unresponsive
YCR020C	PET18	unresponsive	unresponsive
YCR020C-A	MAK31	unresponsive	unresponsive
YCR020W-B	HTL1	unresponsive	unresponsive
YCR021C	HSP30	unresponsive	unresponsive
YCR022C		unresponsive	unresponsive
YCR023C		unresponsive	unresponsive
YCR024C	SLM5	unresponsive	unresponsive
YCR024C-A	PMP1	unresponsive	unresponsive
YCR024C-B		unresponsive	unresponsive
YCR025C		unresponsive	unresponsive
YCR026C	NPP1	unresponsive	unresponsive
YCR027C	RHB1	unresponsive	unresponsive
YCR028C	FEN2	unresponsive	unresponsive
YCR028C-A	RIM1	unresponsive	unresponsive
YCR030C	SYP1	upregulated	upregulated_Hog1_independent
YCR031C	RPS14A	unresponsive	unresponsive
YCR032W	BPH1	unresponsive	unresponsive
YCR033W	SNT1	unresponsive	unresponsive
YCR034W	ELO2	downregulated	downregulated_Hog1_independent
YCR035C	RRP43	unresponsive	unresponsive
YCR036W	RBK1	unresponsive	unresponsive
YCR037C	PHO87	unresponsive	unresponsive
YCR038C	BUD5	unresponsive	unresponsive
YCR038W-A		unresponsive	unresponsive
YCR041W		unresponsive	unresponsive
YCR042C	TAF2	unresponsive	unresponsive
YCR043C		unresponsive	unresponsive
YCR044C	PER1	unresponsive	unresponsive
YCR045C	RRT12	unresponsive	unresponsive
YCR045W-A		unresponsive	unresponsive
YCR046C	IMG1	unresponsive	unresponsive
YCR047C	BUD23	downregulated	downregulated_Hog1_dependent
YCR047W-A		unresponsive	unresponsive
YCR048W	ARE1	unresponsive	unresponsive
YCR049C		unresponsive	unresponsive
YCR050C		unresponsive	unresponsive
YCR051W		downregulated	downregulated_Hog1_independent
YCR052W	RSC6	unresponsive	unresponsive
YCR053W	THR4	unresponsive	unresponsive
YCR054C	CTR86	unresponsive	unresponsive
YCR057C	PWP2	downregulated	downregulated_Hog1_dependent
YCR059C	YIH1	downregulated	downregulated_Hog1_independent
YCR060W	TAH1	unresponsive	unresponsive
YCR061W		upregulated	upregulated_Hog1_independent
YCR063W	BUD31	downregulated	downregulated_Hog1_independent
YCR064C		unresponsive	unresponsive
YCR065W	HCM1	unresponsive	unresponsive
YCR066W	RAD18	unresponsive	unresponsive
YCR067C	SED4	unresponsive	unresponsive
YCR068W	ATG15	upregulated	upregulated_Hog1_independent
YCR069W	CPR4	unresponsive	unresponsive
YCR071C	IMG2	unresponsive	unresponsive
YCR072C	RSA4	downregulated	downregulated_Hog1_dependent
YCR073C	SSK22	downregulated	downregulated_Hog1_independent
YCR073W-A	SOL2	unresponsive	unresponsive
YCR075C	ERS1	unresponsive	unresponsive
YCR075W-A		unresponsive	unresponsive
YCR076C	FUB1	unresponsive	unresponsive
YCR077C	PAT1	unresponsive	unresponsive
YCR079W	PTC6	unresponsive	unresponsive
YCR081C-A		unresponsive	unresponsive
YCR081W	SRB8	unresponsive	unresponsive
YCR082W	AHC2	unresponsive	unresponsive
YCR083W	TRX3	unresponsive	unresponsive
YCR084C	TUP1	unresponsive	unresponsive
YCR085W		unresponsive	unresponsive
YCR086W	CSM1	unresponsive	unresponsive
YCR087C-A		downregulated	downregulated_Hog1_independent
YCR087W		unresponsive	unresponsive
YCR088W	ABP1	unresponsive	unresponsive
YCR089W	FIG2	unresponsive	unresponsive
YCR090C		unresponsive	unresponsive
YCR091W	KIN82	upregulated	upregulated_Hog1_independent
YCR092C	MSH3	unresponsive	unresponsive
YCR093W	CDC39	unresponsive	unresponsive
YCR094W	CDC50	unresponsive	unresponsive
YCR095C	OCA4	unresponsive	unresponsive
YCR095W-A		unresponsive	unresponsive
YCR097W	HMRA1	unresponsive	unresponsive
YCR097W-A		unresponsive	unresponsive
YCR098C	GIT1	unresponsive	unresponsive
YCR099C		unresponsive	unresponsive
YCR100C		unresponsive	unresponsive
YCR101C		unresponsive	unresponsive
YCR102C		unresponsive	unresponsive
YCR102W-A		unresponsive	unresponsive
YCR104W	PAU3	unresponsive	unresponsive
YCR105W	ADH7	unresponsive	unresponsive
YCR106W	RDS1	unresponsive	unresponsive
YCR107W	AAD3	unresponsive	unresponsive
YDL001W	RMD1	unresponsive	unresponsive
YDL002C	NHP10	unresponsive	unresponsive
YDL003W	MCD1	unresponsive	unresponsive
YDL004W	ATP16	unresponsive	unresponsive
YDL005C	MED2	unresponsive	unresponsive
YDL006W	PTC1	unresponsive	unresponsive
YDL007W	RPT2	unresponsive	unresponsive
YDL008W	APC11	unresponsive	unresponsive
YDL009C		unresponsive	unresponsive
YDL010W	GRX6	unresponsive	unresponsive
YDL011C		unresponsive	unresponsive
YDL012C		unresponsive	unresponsive
YDL013W	SLX5	unresponsive	unresponsive
YDL014W	NOP1	downregulated	downregulated_Hog1_independent
YDL015C	TSC13	unresponsive	unresponsive
YDL016C		unresponsive	unresponsive
YDL017W	CDC7	unresponsive	unresponsive
YDL018C	ERP3	unresponsive	unresponsive
YDL019C	OSH2	upregulated	upregulated_Hog1_independent
YDL020C	RPN4	upregulated	upregulated_Hog1_independent
YDL021W	GPM2	upregulated	upregulated_Hog1_independent
YDL022C-A		upregulated	upregulated_Hog1_independent
YDL022W	GPD1	upregulated	upregulated_Hog1_dependent
YDL023C		upregulated	upregulated_Hog1_independent
YDL024C	DIA3	upregulated	upregulated_Hog1_dependent
YDL025C	RTK1	upregulated	upregulated_Hog1_dependent
YDL025W-A		unresponsive	unresponsive
YDL026W		upregulated	upregulated_Hog1_independent
YDL027C		upregulated	upregulated_Hog1_dependent
YDL028C	MPS1	unresponsive	unresponsive
YDL029W	ARP2	unresponsive	unresponsive
YDL030W	PRP9	unresponsive	unresponsive
YDL031W	DBP10	downregulated	downregulated_Hog1_independent
YDL032W		unresponsive	unresponsive
YDL033C	SLM3	unresponsive	unresponsive
YDL034W		unresponsive	unresponsive
YDL035C	GPR1	unresponsive	unresponsive
YDL036C	PUS9	downregulated	downregulated_Hog1_independent
YDL037C	BSC1	downregulated	downregulated_Hog1_independent
YDL039C	PRM7	downregulated	downregulated_Hog1_independent
YDL040C	NAT1	unresponsive	unresponsive
YDL041W		unresponsive	unresponsive
YDL042C	SIR2	downregulated	downregulated_Hog1_independent
YDL043C	PRP11	unresponsive	unresponsive
YDL044C	MTF2	unresponsive	unresponsive
YDL045C	FAD1	unresponsive	unresponsive
YDL045W-A	MRP10	unresponsive	unresponsive
YDL046W	NPC2	unresponsive	unresponsive
YDL047W	SIT4	unresponsive	unresponsive
YDL048C	STP4	unresponsive	unresponsive
YDL049C	KNH1	unresponsive	unresponsive
YDL050C		unresponsive	unresponsive
YDL051W	LHP1	downregulated	downregulated_Hog1_independent
YDL052C	SLC1	unresponsive	unresponsive
YDL053C	PBP4	unresponsive	unresponsive
YDL054C	MCH1	unresponsive	unresponsive
YDL055C	PSA1	downregulated	downregulated_Hog1_independent
YDL056W	MBP1	unresponsive	unresponsive
YDL057W		unresponsive	unresponsive
YDL058W	USO1	unresponsive	unresponsive
YDL059C	RAD59	unresponsive	unresponsive
YDL060W	TSR1	downregulated	downregulated_Hog1_dependent
YDL061C	RPS29B	unresponsive	unresponsive
YDL062W		unresponsive	unresponsive
YDL063C	SYO1	downregulated	downregulated_Hog1_independent
YDL064W	UBC9	unresponsive	unresponsive
YDL065C	PEX19	unresponsive	unresponsive
YDL066W	IDP1	unresponsive	unresponsive
YDL067C	COX9	unresponsive	unresponsive
YDL068W		unresponsive	unresponsive
YDL069C	CBS1	unresponsive	unresponsive
YDL070W	BDF2	unresponsive	unresponsive
YDL071C		unresponsive	unresponsive
YDL072C	YET3	unresponsive	unresponsive
YDL073W		unresponsive	unresponsive
YDL074C	BRE1	unresponsive	unresponsive
YDL075W	RPL31A	unresponsive	unresponsive
YDL076C	RXT3	unresponsive	unresponsive
YDL077C	VAM6	unresponsive	unresponsive
YDL078C	MDH3	unresponsive	unresponsive
YDL079C	MRK1	upregulated	upregulated_Hog1_independent
YDL080C	THI3	unresponsive	unresponsive
YDL081C	RPP1A	unresponsive	unresponsive
YDL082W	RPL13A	downregulated	downregulated_Hog1_independent
YDL083C	RPS16B	downregulated	downregulated_Hog1_independent
YDL084W	SUB2	unresponsive	unresponsive
YDL085C-A		unresponsive	unresponsive
YDL085W	NDE2	upregulated	upregulated_Hog1_independent
YDL086C-A		unresponsive	unresponsive
YDL086W		unresponsive	unresponsive
YDL087C	LUC7	unresponsive	unresponsive
YDL088C	ASM4	unresponsive	unresponsive
YDL089W	NUR1	unresponsive	unresponsive
YDL090C	RAM1	unresponsive	unresponsive
YDL091C	UBX3	upregulated	upregulated_Hog1_independent
YDL092W	SRP14	unresponsive	unresponsive
YDL093W	PMT5	unresponsive	unresponsive
YDL094C		unresponsive	unresponsive
YDL095W	PMT1	unresponsive	unresponsive
YDL096C	OPI6	unresponsive	unresponsive
YDL097C	RPN6	unresponsive	unresponsive
YDL098C	SNU23	unresponsive	unresponsive
YDL099W	BUG1	unresponsive	unresponsive
YDL100C	GET3	unresponsive	unresponsive
YDL101C	DUN1	unresponsive	unresponsive
YDL102W	POL3	unresponsive	unresponsive
YDL103C	QRI1	unresponsive	unresponsive
YDL104C	QRI7	unresponsive	unresponsive
YDL105W	NSE4	unresponsive	unresponsive
YDL106C	PHO2	unresponsive	unresponsive
YDL107W	MSS2	unresponsive	unresponsive
YDL108W	KIN28	unresponsive	unresponsive
YDL109C		unresponsive	unresponsive
YDL110C	TMA17	upregulated	upregulated_Hog1_dependent
YDL111C	RRP42	unresponsive	unresponsive
YDL112W	TRM3	downregulated	downregulated_Hog1_independent
YDL113C	ATG20	upregulated	upregulated_Hog1_independent
YDL114W		unresponsive	unresponsive
YDL114W-A		unresponsive	unresponsive
YDL115C	IWR1	unresponsive	unresponsive
YDL116W	NUP84	unresponsive	unresponsive
YDL117W	CYK3	unresponsive	unresponsive
YDL118W		unresponsive	unresponsive
YDL119C		unresponsive	unresponsive
YDL120W	YFH1	unresponsive	unresponsive
YDL121C		downregulated	downregulated_Hog1_independent
YDL122W	UBP1	unresponsive	unresponsive
YDL123W	SNA4	unresponsive	unresponsive
YDL124W		upregulated	upregulated_Hog1_independent
YDL125C	HNT1	unresponsive	unresponsive
YDL126C	CDC48	unresponsive	unresponsive
YDL127W	PCL2	unresponsive	unresponsive
YDL128W	VCX1	unresponsive	unresponsive
YDL129W		unresponsive	unresponsive
YDL130W	RPP1B	unresponsive	unresponsive
YDL130W-A	STF1	upregulated	upregulated_Hog1_independent
YDL131W	LYS21	unresponsive	unresponsive
YDL132W	CDC53	unresponsive	unresponsive
YDL133C-A	RPL41B	unresponsive	unresponsive
YDL133W	SRF1	unresponsive	unresponsive
YDL134C	PPH21	unresponsive	unresponsive
YDL135C	RDI1	unresponsive	unresponsive
YDL136W	RPL35B	downregulated	downregulated_Hog1_independent
YDL137W	ARF2	unresponsive	unresponsive
YDL138W	RGT2	unresponsive	unresponsive
YDL139C	SCM3	unresponsive	unresponsive
YDL140C	RPO21	unresponsive	unresponsive
YDL141W	BPL1	unresponsive	unresponsive
YDL142C	CRD1	upregulated	upregulated_Hog1_independent
YDL143W	CCT4	unresponsive	unresponsive
YDL144C		unresponsive	unresponsive
YDL145C	COP1	unresponsive	unresponsive
YDL146W	LDB17	upregulated	upregulated_Hog1_independent
YDL147W	RPN5	unresponsive	unresponsive
YDL148C	NOP14	downregulated	downregulated_Hog1_independent
YDL149W	ATG9	upregulated	upregulated_Hog1_independent
YDL150W	RPC53	downregulated	downregulated_Hog1_independent
