GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0006807	nitrogen compound metabolic process	1.2148742605982035e-19	1.2148742605982035e-19	+1	YAL003W,YAL019W,YAL025C,YAL035W,YAL036C,YAR008W,YAR015W,YBL004W,YBL009W,YBL018C,YBL024W,YBL035C,YBL039C,YBL054W,YBL068W,YBL071W-A,YBL076C,YBR031W,YBR034C,YBR061C,YBR079C,YBR084W,YBR088C,YBR092C,YBR142W,YBR154C,YBR181C,YBR191W,YBR202W,YBR213W,YBR247C,YBR248C,YBR252W,YBR271W,YBR275C,YCL024W,YCL030C,YCL037C,YCL054W,YCL058W-A,YCL059C,YCR034W,YCR047C,YCR057C,YCR059C,YCR063W,YCR073C,YDL014W,YDL031W,YDL036C,YDL042C,YDL051W,YDL055C,YDL060W,YDL082W,YDL083C,YDL112W,YDL136W,YDL148C,YDL150W,YDL153C,YDL166C,YDL201W,YDL208W,YDL213C,YDL227C,YDL229W,YDR012W,YDR020C,YDR021W,YDR025W,YDR045C,YDR075W,YDR083W,YDR087C,YDR091C,YDR097C,YDR120C,YDR144C,YDR161W,YDR165W,YDR179C,YDR234W,YDR245W,YDR297W,YDR299W,YDR300C,YDR324C,YDR339C,YDR341C,YDR365C,YDR397C,YDR398W,YDR399W,YDR412W,YDR418W,YDR429C,YDR441C,YDR447C,YDR449C,YDR465C,YDR469W,YDR471W,YDR478W,YDR496C,YEL009C,YEL026W,YEL040W,YEL042W,YEL046C,YEL054C,YEL055C,YER001W,YER002W,YER006W,YER025W,YER043C,YER049W,YER055C,YER056C-A,YER070W,YER082C,YER086W,YER091C,YER102W,YER117W,YER126C,YER127W,YER131W,YFL001W,YFL002C,YFL023W,YFL034C-A,YFR001W,YFR031C-A,YFR055W,YGL029W,YGL078C,YGL111W,YGL120C,YGL148W,YGL169W,YGL171W,YGL234W,YGL236C,YGR030C,YGR061C,YGR081C,YGR085C,YGR090W,YGR103W,YGR108W,YGR109C,YGR118W,YGR123C,YGR128C,YGR145W,YGR148C,YGR155W,YGR158C,YGR159C,YGR162W,YGR188C,YGR200C,YGR208W,YGR234W,YGR251W,YGR264C,YGR271C-A,YGR280C,YGR285C,YHL001W,YHL011C,YHL033C,YHL039W,YHR020W,YHR040W,YHR052W,YHR062C,YHR065C,YHR066W,YHR070W,YHR072W-A,YHR085W,YHR088W,YHR089C,YHR128W,YHR143W-A,YHR148W,YHR154W,YHR169W,YHR196W,YHR197W,YHR203C,YIL008W,YIL019W,YIL064W,YIL069C,YIL079C,YIL091C,YIL096C,YIL103W,YIL110W,YIL127C,YIL131C,YIL133C,YIR026C,YJL010C,YJL011C,YJL033W,YJL050W,YJL069C,YJL074C,YJL098W,YJL109C,YJL125C,YJL130C,YJL148W,YJL190C,YJL191W,YJL200C,YJL208C,YJR002W,YJR007W,YJR032W,YJR041C,YJR063W,YJR067C,YJR070C,YJR094W-A,YJR097W,YJR129C,YJR147W,YKL004W,YKL009W,YKL014C,YKL029C,YKL078W,YKL081W,YKL082C,YKL099C,YKL110C,YKL113C,YKL144C,YKL156W,YKL172W,YKL181W,YKL191W,YKL216W,YKR024C,YKR025W,YKR056W,YKR057W,YKR060W,YKR079C,YKR081C,YKR099W,YLL008W,YLL011W,YLL035W,YLR002C,YLR009W,YLR014C,YLR015W,YLR017W,YLR029C,YLR051C,YLR057W,YLR058C,YLR063W,YLR068W,YLR106C,YLR126C,YLR129W,YLR146C,YLR154C,YLR172C,YLR175W,YLR180W,YLR186W,YLR196W,YLR197W,YLR222C,YLR223C,YLR249W,YLR276C,YLR333C,YLR344W,YLR355C,YLR372W,YLR384C,YLR385C,YLR401C,YLR405W,YLR406C,YLR409C,YLR432W,YLR435W,YLR441C,YLR448W,YLR449W,YML014W,YML022W,YML026C,YML043C,YML056C,YML060W,YML063W,YML080W,YML082W,YML093W,YML096W,YML106W,YML113W,YMR014W,YMR016C,YMR049C,YMR076C,YMR083W,YMR093W,YMR108W,YMR120C,YMR128W,YMR131C,YMR146C,YMR194W,YMR217W,YMR229C,YMR239C,YMR242C,YMR246W,YMR259C,YMR290C,YMR300C,YMR307W,YMR308C,YMR309C,YMR312W,YNL002C,YNL022C,YNL023C,YNL061W,YNL062C,YNL067W,YNL068C,YNL075W,YNL096C,YNL102W,YNL110C,YNL112W,YNL113W,YNL119W,YNL124W,YNL132W,YNL141W,YNL151C,YNL162W,YNL178W,YNL182C,YNL186W,YNL207W,YNL221C,YNL227C,YNL247W,YNL248C,YNL256W,YNL282W,YNL292W,YNL299W,YNL301C,YNL308C,YNR003C,YNR009W,YNR012W,YNR015W,YNR024W,YNR038W,YNR046W,YNR054C,YNR063W,YOL010W,YOL022C,YOL041C,YOL077C,YOL080C,YOL093W,YOL097C,YOL121C,YOL124C,YOL125W,YOL141W,YOL144W,YOR001W,YOR004W,YOR021C,YOR048C,YOR056C,YOR063W,YOR078W,YOR091W,YOR095C,YOR108W,YOR116C,YOR119C,YOR145C,YOR207C,YOR210W,YOR224C,YOR233W,YOR234C,YOR236W,YOR243C,YOR272W,YOR287C,YOR293W,YOR294W,YOR302W,YOR310C,YOR312C,YOR315W,YOR335C,YOR337W,YOR338W,YOR340C,YOR341W,YOR359W,YOR361C,YPL012W,YPL043W,YPL050C,YPL081W,YPL082C,YPL086C,YPL090C,YPL093W,YPL126W,YPL146C,YPL157W,YPL160W,YPL183C,YPL198W,YPL207W,YPL211W,YPL212C,YPL217C,YPL252C,YPL266W,YPL267W,YPR010C,YPR016C,YPR035W,YPR041W,YPR048W,YPR110C,YPR112C,YPR119W,YPR137W,YPR143W,YPR144C,YPR145W,YPR163C,YPR187W,YPR190C
GO:0042255	ribosome assembly	3.3313048171403586e-19	3.3313048171403586e-19	+1	YAL035W,YCR057C,YCR072C,YDR025W,YDR060W,YDR312W,YDR418W,YDR447C,YEL054C,YER131W,YFL002C,YGL099W,YGR085C,YGR148C,YGR159C,YHR066W,YHR085W,YHR088W,YHR197W,YIL110W,YIR012W,YIR026C,YJL191W,YKL009W,YKL156W,YKR081C,YLL008W,YLR009W,YLR106C,YLR221C,YLR448W,YMR229C,YNL182C,YNR054C,YOL077C,YOL080C,YOL121C,YOR063W,YOR293W,YPL146C,YPL211W,YPR016C,YPR041W,YPR112C
GO:0090305	nucleic acid phosphodiester bond hydrolysis	1.7612909094061722e-17	1.7612909094061722e-17	+1	YBL004W,YBL018C,YBR247C,YCL059C,YCR047C,YCR057C,YDL060W,YDL148C,YDL153C,YDL208W,YDR045C,YDR339C,YDR449C,YDR478W,YER082C,YER127W,YFR001W,YGL078C,YGL171W,YGR158C,YGR251W,YHR072W-A,YHR169W,YJL010C,YJL050W,YJL069C,YJL109C,YJL208C,YJR002W,YJR063W,YKL099C,YKR057W,YKR079C,YLL035W,YLR051C,YLR129W,YLR154C,YLR186W,YLR222C,YML026C,YML093W,YMR229C,YNL002C,YNL282W,YNL308C,YNR024W,YNR054C,YOL010W,YOL077C,YOR001W,YOR004W,YOR048C,YOR056C,YOR078W,YOR145C,YOR287C,YOR294W,YOR310C,YPL217C,YPR112C,YPR144C
GO:0000027	ribosomal large subunit assembly	1.590823480878788e-15	1.590823480878788e-15	+1	YCR072C,YDR060W,YDR312W,YDR418W,YEL054C,YFL002C,YGL099W,YGR085C,YGR148C,YHR066W,YHR085W,YHR088W,YHR197W,YIL110W,YIR012W,YIR026C,YKL009W,YKR081C,YLL008W,YLR009W,YLR106C,YLR221C,YLR448W,YMR229C,YNL182C,YOL077C,YOL080C,YOR063W,YPL146C
GO:0006399	tRNA metabolic process	2.799881373984246e-15	2.799881373984246e-15	+1	YAR008W,YBL018C,YBL024W,YBL071W-A,YBL076C,YBR061C,YDL014W,YDL036C,YDL051W,YDL112W,YDL201W,YDR045C,YDR120C,YDR165W,YDR341C,YDR478W,YFL001W,YGL169W,YGL236C,YGR030C,YGR158C,YGR200C,YGR264C,YHR020W,YHR062C,YHR070W,YIL008W,YIL079C,YJL050W,YJL098W,YJL125C,YKL110C,YKR056W,YKR079C,YLR384C,YLR401C,YLR405W,YML014W,YML080W,YMR259C,YMR312W,YNL062C,YNL119W,YNL132W,YNL221C,YNL247W,YNL282W,YNL292W,YNL299W,YNR015W,YNR046W,YOL093W,YOL097C,YOL124C,YOL125W,YOL141W,YOR001W,YOR243C,YOR335C,YPL086C,YPL157W,YPL160W,YPL183C,YPL207W,YPL212C
GO:0008033	tRNA processing	6.612208722059235e-15	6.612208722059235e-15	+1	YAR008W,YBL018C,YBL024W,YBL071W-A,YBR061C,YDL014W,YDL036C,YDL051W,YDL112W,YDL201W,YDR045C,YDR120C,YDR165W,YDR478W,YFL001W,YGL169W,YGL236C,YGR030C,YGR200C,YHR062C,YHR070W,YIL008W,YJL098W,YJL125C,YKL110C,YKR056W,YKR079C,YLR384C,YLR401C,YLR405W,YML014W,YML080W,YMR259C,YMR312W,YNL062C,YNL119W,YNL132W,YNL221C,YNL282W,YNL292W,YNR015W,YNR046W,YOL093W,YOL124C,YOL125W,YOL141W,YOR243C,YPL086C,YPL157W,YPL183C,YPL207W,YPL212C
GO:0044238	primary metabolic process	1.1957011744012862e-14	1.1957011744012862e-14	+1	YAL003W,YAL019W,YAL025C,YAL035W,YAL036C,YAR008W,YAR015W,YBL004W,YBL009W,YBL018C,YBL024W,YBL035C,YBL039C,YBL054W,YBL068W,YBL071W-A,YBL076C,YBR031W,YBR034C,YBR061C,YBR079C,YBR084W,YBR088C,YBR142W,YBR154C,YBR181C,YBR191W,YBR202W,YBR247C,YBR248C,YBR252W,YBR271W,YBR275C,YCL024W,YCL030C,YCL037C,YCL054W,YCL058W-A,YCL059C,YCR034W,YCR047C,YCR057C,YCR059C,YCR063W,YCR073C,YDL014W,YDL031W,YDL036C,YDL042C,YDL051W,YDL055C,YDL060W,YDL082W,YDL083C,YDL112W,YDL136W,YDL148C,YDL150W,YDL153C,YDL166C,YDL201W,YDL208W,YDL213C,YDL227C,YDL229W,YDR012W,YDR020C,YDR021W,YDR025W,YDR045C,YDR075W,YDR083W,YDR087C,YDR091C,YDR097C,YDR120C,YDR144C,YDR161W,YDR165W,YDR179C,YDR234W,YDR245W,YDR297W,YDR299W,YDR300C,YDR324C,YDR339C,YDR341C,YDR365C,YDR397C,YDR398W,YDR399W,YDR412W,YDR418W,YDR429C,YDR441C,YDR447C,YDR449C,YDR465C,YDR469W,YDR471W,YDR478W,YDR496C,YEL009C,YEL026W,YEL040W,YEL042W,YEL046C,YEL054C,YEL055C,YER001W,YER002W,YER006W,YER025W,YER043C,YER049W,YER055C,YER056C-A,YER070W,YER082C,YER086W,YER091C,YER102W,YER117W,YER126C,YER127W,YER131W,YFL001W,YFL002C,YFL023W,YFL034C-A,YFR001W,YFR031C-A,YFR055W,YGL029W,YGL055W,YGL078C,YGL111W,YGL120C,YGL169W,YGL171W,YGL234W,YGL236C,YGR030C,YGR060W,YGR061C,YGR081C,YGR085C,YGR090W,YGR103W,YGR108W,YGR109C,YGR118W,YGR123C,YGR128C,YGR145W,YGR148C,YGR155W,YGR158C,YGR159C,YGR162W,YGR177C,YGR188C,YGR200C,YGR208W,YGR251W,YGR264C,YGR271C-A,YGR280C,YGR285C,YHL001W,YHL011C,YHL033C,YHL039W,YHR007C,YHR020W,YHR040W,YHR052W,YHR062C,YHR065C,YHR066W,YHR070W,YHR072W-A,YHR085W,YHR088W,YHR089C,YHR100C,YHR128W,YHR143W-A,YHR148W,YHR154W,YHR169W,YHR196W,YHR197W,YHR203C,YIL008W,YIL009W,YIL019W,YIL064W,YIL069C,YIL079C,YIL091C,YIL096C,YIL103W,YIL110W,YIL127C,YIL131C,YIL133C,YIR026C,YJL010C,YJL011C,YJL033W,YJL050W,YJL069C,YJL074C,YJL098W,YJL109C,YJL125C,YJL130C,YJL148W,YJL190C,YJL191W,YJL200C,YJL208C,YJR002W,YJR007W,YJR032W,YJR041C,YJR063W,YJR067C,YJR070C,YJR094W-A,YJR097W,YJR129C,YJR147W,YKL004W,YKL009W,YKL014C,YKL029C,YKL078W,YKL081W,YKL082C,YKL099C,YKL110C,YKL113C,YKL144C,YKL156W,YKL172W,YKL181W,YKL191W,YKL216W,YKR024C,YKR025W,YKR056W,YKR057W,YKR060W,YKR079C,YKR081C,YKR099W,YLL008W,YLL011W,YLL012W,YLL035W,YLR002C,YLR009W,YLR014C,YLR015W,YLR017W,YLR029C,YLR051C,YLR056W,YLR057W,YLR058C,YLR063W,YLR068W,YLR106C,YLR126C,YLR129W,YLR154C,YLR172C,YLR175W,YLR180W,YLR186W,YLR196W,YLR197W,YLR222C,YLR223C,YLR249W,YLR276C,YLR300W,YLR333C,YLR344W,YLR355C,YLR372W,YLR384C,YLR385C,YLR401C,YLR405W,YLR406C,YLR409C,YLR432W,YLR435W,YLR441C,YLR448W,YLR449W,YML014W,YML022W,YML026C,YML043C,YML056C,YML060W,YML063W,YML080W,YML082W,YML093W,YML096W,YML106W,YML113W,YMR006C,YMR014W,YMR016C,YMR049C,YMR076C,YMR083W,YMR093W,YMR108W,YMR120C,YMR128W,YMR131C,YMR146C,YMR194W,YMR215W,YMR217W,YMR229C,YMR239C,YMR242C,YMR246W,YMR259C,YMR290C,YMR300C,YMR305C,YMR307W,YMR308C,YMR309C,YMR312W,YNL002C,YNL022C,YNL023C,YNL061W,YNL062C,YNL066W,YNL067W,YNL068C,YNL075W,YNL087W,YNL096C,YNL102W,YNL110C,YNL111C,YNL112W,YNL113W,YNL119W,YNL124W,YNL132W,YNL141W,YNL151C,YNL162W,YNL178W,YNL182C,YNL186W,YNL207W,YNL221C,YNL227C,YNL247W,YNL248C,YNL282W,YNL292W,YNL299W,YNL301C,YNL308C,YNR003C,YNR009W,YNR012W,YNR015W,YNR024W,YNR038W,YNR046W,YNR054C,YNR063W,YNR067C,YOL010W,YOL022C,YOL041C,YOL077C,YOL080C,YOL093W,YOL097C,YOL121C,YOL124C,YOL125W,YOL141W,YOL144W,YOR001W,YOR004W,YOR021C,YOR048C,YOR056C,YOR063W,YOR078W,YOR091W,YOR095C,YOR108W,YOR116C,YOR119C,YOR145C,YOR207C,YOR210W,YOR224C,YOR233W,YOR234C,YOR236W,YOR243C,YOR272W,YOR287C,YOR293W,YOR294W,YOR302W,YOR310C,YOR312C,YOR315W,YOR335C,YOR337W,YOR338W,YOR340C,YOR341W,YOR359W,YOR361C,YPL012W,YPL043W,YPL050C,YPL081W,YPL082C,YPL086C,YPL090C,YPL093W,YPL126W,YPL146C,YPL157W,YPL160W,YPL183C,YPL198W,YPL207W,YPL211W,YPL212C,YPL217C,YPL266W,YPL267W,YPR010C,YPR016C,YPR035W,YPR041W,YPR110C,YPR112C,YPR119W,YPR137W,YPR143W,YPR144C,YPR145W,YPR163C,YPR187W,YPR190C
GO:0043170	macromolecule metabolic process	1.6824040936961288e-14	1.6824040936961288e-14	+1	YAL003W,YAL019W,YAL025C,YAL035W,YAL036C,YAR008W,YBL004W,YBL009W,YBL018C,YBL024W,YBL035C,YBL054W,YBL071W-A,YBL076C,YBR031W,YBR034C,YBR061C,YBR079C,YBR088C,YBR142W,YBR154C,YBR181C,YBR191W,YBR202W,YBR247C,YBR271W,YBR275C,YCL024W,YCL037C,YCL054W,YCL058W-A,YCL059C,YCR047C,YCR057C,YCR059C,YCR063W,YCR073C,YDL014W,YDL031W,YDL036C,YDL042C,YDL051W,YDL055C,YDL060W,YDL082W,YDL083C,YDL112W,YDL136W,YDL148C,YDL150W,YDL153C,YDL166C,YDL201W,YDL208W,YDL213C,YDL227C,YDL229W,YDR012W,YDR021W,YDR025W,YDR045C,YDR075W,YDR083W,YDR087C,YDR091C,YDR097C,YDR120C,YDR144C,YDR161W,YDR165W,YDR179C,YDR245W,YDR299W,YDR324C,YDR339C,YDR341C,YDR365C,YDR395W,YDR397C,YDR398W,YDR412W,YDR418W,YDR429C,YDR447C,YDR449C,YDR465C,YDR469W,YDR471W,YDR478W,YDR496C,YEL009C,YEL026W,YEL040W,YEL042W,YEL054C,YEL055C,YER001W,YER002W,YER006W,YER025W,YER049W,YER056C-A,YER070W,YER082C,YER102W,YER117W,YER126C,YER127W,YER131W,YFL001W,YFL002C,YFL023W,YFL034C-A,YFR001W,YFR031C-A,YFR055W,YGL029W,YGL078C,YGL097W,YGL111W,YGL120C,YGL169W,YGL171W,YGL236C,YGR030C,YGR081C,YGR085C,YGR090W,YGR103W,YGR108W,YGR109C,YGR118W,YGR123C,YGR128C,YGR145W,YGR148C,YGR158C,YGR159C,YGR162W,YGR188C,YGR200C,YGR251W,YGR264C,YGR271C-A,YGR280C,YGR285C,YHL001W,YHL033C,YHL039W,YHR020W,YHR040W,YHR052W,YHR062C,YHR065C,YHR066W,YHR070W,YHR072W-A,YHR085W,YHR088W,YHR089C,YHR143W-A,YHR148W,YHR154W,YHR169W,YHR196W,YHR197W,YHR203C,YIL008W,YIL019W,YIL064W,YIL069C,YIL079C,YIL091C,YIL096C,YIL103W,YIL110W,YIL127C,YIL131C,YIL133C,YIR026C,YJL010C,YJL011C,YJL033W,YJL050W,YJL069C,YJL074C,YJL098W,YJL109C,YJL125C,YJL148W,YJL190C,YJL191W,YJL208C,YJR002W,YJR007W,YJR032W,YJR041C,YJR063W,YJR067C,YJR070C,YJR094W-A,YJR097W,YJR129C,YJR147W,YKL009W,YKL014C,YKL078W,YKL081W,YKL082C,YKL099C,YKL110C,YKL113C,YKL144C,YKL156W,YKL172W,YKL191W,YKR024C,YKR025W,YKR056W,YKR057W,YKR060W,YKR079C,YKR081C,YKR099W,YLL008W,YLL011W,YLL035W,YLR002C,YLR009W,YLR014C,YLR015W,YLR029C,YLR051C,YLR057W,YLR063W,YLR068W,YLR106C,YLR129W,YLR154C,YLR172C,YLR175W,YLR183C,YLR186W,YLR196W,YLR197W,YLR222C,YLR223C,YLR249W,YLR276C,YLR300W,YLR333C,YLR344W,YLR384C,YLR385C,YLR401C,YLR405W,YLR406C,YLR409C,YLR435W,YLR441C,YLR448W,YLR449W,YML014W,YML026C,YML043C,YML060W,YML063W,YML080W,YML093W,YML113W,YMR014W,YMR016C,YMR049C,YMR076C,YMR093W,YMR128W,YMR131C,YMR146C,YMR194W,YMR215W,YMR229C,YMR239C,YMR242C,YMR259C,YMR290C,YMR307W,YMR308C,YMR309C,YMR312W,YNL002C,YNL022C,YNL023C,YNL061W,YNL062C,YNL066W,YNL067W,YNL068C,YNL075W,YNL087W,YNL096C,YNL102W,YNL110C,YNL112W,YNL113W,YNL119W,YNL124W,YNL132W,YNL151C,YNL162W,YNL178W,YNL182C,YNL186W,YNL207W,YNL221C,YNL227C,YNL247W,YNL248C,YNL282W,YNL292W,YNL299W,YNL301C,YNL308C,YNR003C,YNR009W,YNR015W,YNR024W,YNR038W,YNR046W,YNR054C,YNR063W,YNR067C,YOL010W,YOL022C,YOL041C,YOL077C,YOL080C,YOL093W,YOL097C,YOL121C,YOL124C,YOL125W,YOL141W,YOL144W,YOR001W,YOR004W,YOR021C,YOR048C,YOR056C,YOR063W,YOR078W,YOR091W,YOR116C,YOR119C,YOR145C,YOR207C,YOR210W,YOR224C,YOR233W,YOR234C,YOR243C,YOR272W,YOR287C,YOR293W,YOR294W,YOR302W,YOR310C,YOR312C,YOR315W,YOR335C,YOR337W,YOR338W,YOR340C,YOR341W,YOR359W,YOR361C,YPL012W,YPL043W,YPL050C,YPL081W,YPL082C,YPL086C,YPL090C,YPL093W,YPL126W,YPL146C,YPL157W,YPL160W,YPL183C,YPL198W,YPL207W,YPL211W,YPL212C,YPL217C,YPL226W,YPL266W,YPL267W,YPR010C,YPR016C,YPR041W,YPR110C,YPR112C,YPR119W,YPR137W,YPR143W,YPR144C,YPR163C,YPR187W,YPR190C
GO:0006400	tRNA modification	7.19511121968593e-14	7.19511121968593e-14	+1	YBL024W,YBL071W-A,YBR061C,YDL036C,YDL112W,YDL201W,YDR120C,YDR165W,YFL001W,YGL169W,YGL236C,YGR200C,YHR070W,YIL008W,YJL098W,YJL125C,YKL110C,YKR056W,YLR384C,YLR401C,YLR405W,YML014W,YML080W,YMR259C,YMR312W,YNL062C,YNL119W,YNL132W,YNL292W,YNR015W,YNR046W,YOL093W,YOL124C,YOL125W,YOL141W,YOR243C,YPL086C,YPL207W,YPL212C
GO:0071704	organic substance metabolic process	3.048182889768486e-13	3.048182889768486e-13	+1	YAL003W,YAL019W,YAL025C,YAL035W,YAL036C,YAR008W,YAR015W,YBL004W,YBL009W,YBL018C,YBL024W,YBL035C,YBL039C,YBL054W,YBL068W,YBL071W-A,YBL076C,YBR031W,YBR034C,YBR061C,YBR079C,YBR084W,YBR088C,YBR092C,YBR142W,YBR154C,YBR181C,YBR191W,YBR202W,YBR213W,YBR247C,YBR248C,YBR252W,YBR271W,YBR275C,YCL024W,YCL030C,YCL037C,YCL054W,YCL058W-A,YCL059C,YCR034W,YCR047C,YCR057C,YCR059C,YCR063W,YCR073C,YDL014W,YDL031W,YDL036C,YDL042C,YDL051W,YDL055C,YDL060W,YDL082W,YDL083C,YDL112W,YDL136W,YDL148C,YDL150W,YDL153C,YDL166C,YDL201W,YDL208W,YDL213C,YDL227C,YDL229W,YDR012W,YDR020C,YDR021W,YDR025W,YDR045C,YDR075W,YDR083W,YDR087C,YDR091C,YDR097C,YDR120C,YDR144C,YDR161W,YDR165W,YDR179C,YDR234W,YDR245W,YDR297W,YDR299W,YDR300C,YDR324C,YDR339C,YDR341C,YDR365C,YDR395W,YDR397C,YDR398W,YDR399W,YDR412W,YDR418W,YDR429C,YDR441C,YDR447C,YDR449C,YDR465C,YDR469W,YDR471W,YDR478W,YDR496C,YEL009C,YEL026W,YEL040W,YEL042W,YEL046C,YEL054C,YEL055C,YER001W,YER002W,YER006W,YER025W,YER043C,YER049W,YER055C,YER056C-A,YER070W,YER073W,YER082C,YER086W,YER091C,YER102W,YER117W,YER126C,YER127W,YER131W,YFL001W,YFL002C,YFL023W,YFL034C-A,YFR001W,YFR031C-A,YFR055W,YGL029W,YGL055W,YGL078C,YGL097W,YGL111W,YGL120C,YGL148W,YGL169W,YGL171W,YGL234W,YGL236C,YGR030C,YGR060W,YGR061C,YGR081C,YGR085C,YGR090W,YGR103W,YGR108W,YGR109C,YGR118W,YGR123C,YGR128C,YGR145W,YGR148C,YGR155W,YGR158C,YGR159C,YGR162W,YGR177C,YGR188C,YGR200C,YGR208W,YGR251W,YGR264C,YGR271C-A,YGR280C,YGR285C,YHL001W,YHL011C,YHL033C,YHL039W,YHR007C,YHR020W,YHR040W,YHR052W,YHR062C,YHR065C,YHR066W,YHR070W,YHR072W-A,YHR085W,YHR088W,YHR089C,YHR100C,YHR128W,YHR143W-A,YHR148W,YHR154W,YHR169W,YHR196W,YHR197W,YHR203C,YIL008W,YIL009W,YIL019W,YIL064W,YIL069C,YIL079C,YIL091C,YIL096C,YIL103W,YIL110W,YIL127C,YIL131C,YIL133C,YIR026C,YJL010C,YJL011C,YJL033W,YJL050W,YJL069C,YJL074C,YJL098W,YJL109C,YJL125C,YJL130C,YJL148W,YJL190C,YJL191W,YJL198W,YJL200C,YJL208C,YJR002W,YJR007W,YJR032W,YJR041C,YJR063W,YJR067C,YJR070C,YJR094W-A,YJR097W,YJR129C,YJR147W,YKL004W,YKL009W,YKL014C,YKL029C,YKL078W,YKL081W,YKL082C,YKL099C,YKL110C,YKL113C,YKL144C,YKL156W,YKL172W,YKL181W,YKL191W,YKL216W,YKR024C,YKR025W,YKR056W,YKR057W,YKR060W,YKR079C,YKR081C,YKR099W,YLL008W,YLL011W,YLL012W,YLL035W,YLR002C,YLR009W,YLR014C,YLR015W,YLR017W,YLR029C,YLR051C,YLR056W,YLR057W,YLR058C,YLR063W,YLR068W,YLR106C,YLR126C,YLR129W,YLR146C,YLR154C,YLR172C,YLR175W,YLR180W,YLR183C,YLR186W,YLR196W,YLR197W,YLR222C,YLR223C,YLR249W,YLR276C,YLR300W,YLR333C,YLR344W,YLR355C,YLR372W,YLR384C,YLR385C,YLR401C,YLR405W,YLR406C,YLR409C,YLR432W,YLR435W,YLR441C,YLR448W,YLR449W,YML014W,YML022W,YML026C,YML043C,YML056C,YML060W,YML063W,YML080W,YML082W,YML093W,YML096W,YML106W,YML113W,YML123C,YMR006C,YMR014W,YMR016C,YMR049C,YMR076C,YMR083W,YMR093W,YMR108W,YMR120C,YMR128W,YMR131C,YMR146C,YMR194W,YMR215W,YMR217W,YMR229C,YMR239C,YMR242C,YMR246W,YMR259C,YMR290C,YMR300C,YMR305C,YMR307W,YMR308C,YMR309C,YMR312W,YNL002C,YNL022C,YNL023C,YNL061W,YNL062C,YNL066W,YNL067W,YNL068C,YNL075W,YNL087W,YNL096C,YNL102W,YNL110C,YNL111C,YNL112W,YNL113W,YNL119W,YNL124W,YNL132W,YNL141W,YNL151C,YNL162W,YNL178W,YNL182C,YNL186W,YNL207W,YNL217W,YNL221C,YNL227C,YNL247W,YNL248C,YNL256W,YNL282W,YNL292W,YNL299W,YNL301C,YNL308C,YNR003C,YNR009W,YNR012W,YNR015W,YNR024W,YNR038W,YNR046W,YNR054C,YNR063W,YNR067C,YOL010W,YOL022C,YOL041C,YOL077C,YOL080C,YOL093W,YOL097C,YOL121C,YOL124C,YOL125W,YOL141W,YOL144W,YOR001W,YOR004W,YOR021C,YOR048C,YOR056C,YOR063W,YOR078W,YOR091W,YOR095C,YOR108W,YOR116C,YOR119C,YOR145C,YOR207C,YOR210W,YOR224C,YOR233W,YOR234C,YOR236W,YOR243C,YOR272W,YOR287C,YOR293W,YOR294W,YOR302W,YOR310C,YOR312C,YOR315W,YOR335C,YOR337W,YOR338W,YOR340C,YOR341W,YOR359W,YOR361C,YPL012W,YPL043W,YPL050C,YPL081W,YPL082C,YPL086C,YPL090C,YPL093W,YPL126W,YPL146C,YPL157W,YPL160W,YPL183C,YPL198W,YPL207W,YPL211W,YPL212C,YPL217C,YPL226W,YPL252C,YPL266W,YPL267W,YPR010C,YPR016C,YPR035W,YPR041W,YPR110C,YPR112C,YPR119W,YPR137W,YPR143W,YPR144C,YPR145W,YPR163C,YPR187W,YPR190C
GO:0006386	termination of RNA polymerase III transcription	6.365165076202813e-13	6.365165076202813e-13	+1	YBR154C,YDL150W,YDR045C,YHR143W-A,YJL011C,YKL144C,YNL113W,YNL151C,YNR003C,YOR116C,YOR207C,YOR210W,YOR224C,YPR110C,YPR187W,YPR190C
GO:0042797	tRNA transcription by RNA polymerase III	1.1553569836283558e-12	1.1553569836283558e-12	+1	YBR154C,YDL150W,YDR045C,YHR143W-A,YJL011C,YKL144C,YKR025W,YNL113W,YNL151C,YNR003C,YOR116C,YOR207C,YOR210W,YOR224C,YPR110C,YPR187W,YPR190C
GO:0009304	tRNA transcription	9.808119781004296e-12	9.808119781004296e-12	+1	YBR154C,YDL150W,YDR045C,YHR143W-A,YJL011C,YKL144C,YKR025W,YNL113W,YNL151C,YNR003C,YOR116C,YOR207C,YOR210W,YOR224C,YPR110C,YPR187W,YPR190C
GO:0000054	ribosomal subunit export from nucleus	4.576014237185826e-11	4.576014237185826e-11	+1	YAL059W,YCR047C,YDL229W,YDR091C,YDR101C,YDR361C,YER006W,YFR001W,YGL097W,YGL099W,YGR081C,YGR245C,YGR285C,YHR088W,YHR170W,YHR197W,YJL010C,YKL143W,YLL034C,YLR074C,YNL178W,YNL227C,YNR053C,YOR294W,YPL093W,YPL146C,YPR016C
